owner,repo,stars_and_watchers,forks,downstream_dependents,length_of_comments,change_of_pulls,change_of_contributors,time_to_close_issues,time_to_comment_issues,closed_PRs,time_to_close_PRs,time_to_comment_PRs,commit_tags,health_percentage,headings_of_docs,headings_of_README,projects_owned_by_maintainer,projects_age_owned_by_maintainer,outdated_versions,vulnerabilities,workflow_runs,contributors_per_code_file,files_with_more_than_1_contributors,time_since_created,versions,issues_reporters_count,contributors_count,submitted_PRs,submitted_commits,issues_closed_rate,PRs_closed_rate,comments_per_pull,labels
tj,co,182,208,116,813,849,N/A,N/A,N/A,N/A,N/A,N/A,485,558,847,221,164,148,728,885,N/A,155,474,364,N/A,487,N/A,N/A,N/A,507,N/A,27,485
facebook,react,1,2,70,1,6,4,163,240,16,181,250,28,24,131,471,288,753,1,10,26,130,8,360,125,14,24,13,29,259,325,24,28
moment,moment,28,32,230,2,N/A,N/A,21,39,215,28,152,90,357,846,825,904,125,438,391,382,100,47,92,N/A,105,321,187,141,140,355,23,90
dchest,tweetnacl-js,454,345,725,3,845,N/A,410,445,N/A,N/A,N/A,374,413,845,311,223,206,474,241,N/A,871,764,454,317,383,398,N/A,391,59,N/A,22,374
webpack-contrib,css-loader,321,265,106,5,844,N/A,36,16,154,119,193,73,310,844,139,420,322,153,440,180,707,251,212,144,216,98,162,190,176,255,21,73
inspect-js,node-deep-equal,599,520,126,4,141,N/A,425,444,N/A,N/A,407,962,241,843,678,456,885,784,843,210,414,766,193,N/A,364,397,496,169,170,N/A,20,962
sindresorhus,file-type,350,354,309,8,N/A,N/A,226,310,254,51,178,347,23,247,236,14,420,859,842,228,368,429,520,152,182,136,282,252,171,82,40,347
defunctzombie,node-url,715,595,913,6,784,N/A,234,396,N/A,N/A,N/A,861,541,841,742,160,166,689,841,300,654,798,481,N/A,363,396,N/A,335,177,N/A,39,861
joyent,node-verror,509,682,161,7,783,N/A,N/A,N/A,N/A,N/A,N/A,860,530,246,170,562,817,923,840,N/A,716,860,216,N/A,N/A,N/A,N/A,N/A,N/A,N/A,53,860
import-js,eslint-plugin-import,297,133,130,9,782,130,229,234,153,320,201,122,240,99,66,948,771,418,839,60,179,141,642,200,45,86,136,113,266,329,52,122
nodejs,-1,360,297,149,12,797,N/A,N/A,465,422,396,288,782,239,855,58,213,645,672,838,N/A,138,223,385,N/A,341,329,293,371,506,436,38,782
shtylman,node-process,840,691,914,11,853,N/A,N/A,N/A,N/A,N/A,N/A,873,545,854,858,N/A,N/A,752,837,N/A,119,891,311,554,375,N/A,N/A,N/A,505,N/A,37,873
digitalbazaar,forge,306,239,921,10,902,N/A,88,57,N/A,N/A,N/A,928,321,853,18,81,812,557,851,497,558,143,46,N/A,150,N/A,316,N/A,380,N/A,46,928
sindresorhus,got,152,198,219,13,87,N/A,147,139,232,167,235,243,12,852,424,28,441,668,850,253,53,195,510,91,140,208,260,279,317,81,45,243
postcss,autoprefixer,93,162,79,14,852,N/A,366,406,305,209,179,781,513,851,54,563,394,528,849,320,464,159,334,56,344,219,375,214,154,86,121,781
webpack,webpack-dev-middleware,397,346,103,15,35,129,32,29,61,155,227,117,53,120,77,591,217,186,848,85,280,260,257,172,482,220,62,108,67,85,120,117
TypeStrong,ts-node,173,290,243,16,160,N/A,143,111,233,99,106,265,187,61,1,694,549,117,206,98,764,282,696,88,96,245,235,297,351,344,119,265
sindresorhus,ora,219,372,220,19,596,N/A,301,320,421,433,406,487,125,850,283,8,442,853,847,347,14,731,785,287,286,328,495,301,178,84,118,487
visionmedia,node-progress,377,387,922,17,597,N/A,N/A,N/A,N/A,N/A,N/A,N/A,847,849,494,761,19,924,846,N/A,135,883,110,555,481,N/A,N/A,N/A,504,N/A,44,N/A
Gozala,querystring,757,663,166,18,848,N/A,N/A,N/A,420,432,N/A,959,588,864,848,88,359,925,845,490,610,664,109,N/A,N/A,389,494,420,N/A,83,43,959
mishoo,UglifyJS,166,150,803,20,787,N/A,42,6,181,393,405,618,260,217,64,625,123,877,858,13,465,258,267,35,258,N/A,194,N/A,446,256,42,618
mathiasbynens,he,354,408,112,22,786,N/A,419,464,N/A,N/A,N/A,907,587,863,282,80,590,735,857,N/A,763,810,372,N/A,480,N/A,N/A,N/A,66,N/A,41,907
expressjs,compression,385,426,89,21,785,N/A,N/A,38,N/A,N/A,N/A,204,507,862,501,632,194,677,856,467,341,754,453,300,479,N/A,N/A,N/A,502,N/A,129,204
dcodeIO,long.js,564,442,923,25,791,N/A,N/A,340,N/A,N/A,49,403,756,861,685,501,575,391,855,142,659,592,332,445,342,N/A,318,N/A,501,N/A,128,403
webpack,memory-fs,560,619,184,24,790,N/A,N/A,N/A,N/A,N/A,N/A,592,846,860,903,595,212,455,160,N/A,134,703,544,608,N/A,N/A,493,N/A,N/A,N/A,127,592
arcanis,jest-pnp-resolver,893,873,169,26,741,N/A,N/A,N/A,N/A,N/A,N/A,591,926,859,804,161,861,926,854,N/A,662,926,953,N/A,N/A,N/A,N/A,N/A,N/A,N/A,126,591
unshiftio,url-parse,539,581,137,23,740,N/A,N/A,N/A,N/A,N/A,N/A,590,509,858,606,664,242,683,853,N/A,254,653,593,N/A,N/A,N/A,N/A,N/A,N/A,N/A,109,590
sindresorhus,meow,346,509,222,27,133,N/A,383,441,271,285,290,511,129,857,563,43,431,866,852,232,267,475,591,293,313,336,299,257,142,291,108,511
Leonidas-from-XIV,node-xml2js,310,279,809,28,739,N/A,418,45,389,131,74,966,379,245,930,232,805,403,342,N/A,8,525,47,N/A,266,371,376,339,338,410,123,966
babel,babel-loader,311,309,101,29,N/A,N/A,179,177,247,224,99,269,191,239,249,534,584,249,323,254,67,397,587,217,213,237,231,296,181,352,122,269
iamkun,dayjs,29,90,291,30,101,27,252,108,142,84,79,272,264,197,425,869,947,85,84,205,158,133,931,109,33,70,104,177,409,359,91,272
date-fns,date-fns,40,120,273,31,98,26,240,196,124,62,42,46,306,57,902,847,921,263,265,77,478,17,586,108,36,75,93,71,322,362,90,46
request,request,69,61,163,32,737,N/A,417,138,315,422,388,321,305,164,89,733,240,616,861,N/A,25,187,86,N/A,184,N/A,302,N/A,451,361,89,321
Qix-,color,314,358,189,33,736,N/A,N/A,440,N/A,N/A,N/A,589,378,871,495,115,782,809,860,N/A,48,654,123,368,458,N/A,N/A,N/A,478,N/A,88,589
sindresorhus,get-stdin,732,796,215,34,735,N/A,393,N/A,N/A,N/A,N/A,865,130,870,571,44,432,730,859,501,347,696,482,526,557,370,N/A,416,71,N/A,117,865
puleos,object-hash,487,503,155,35,734,N/A,307,291,N/A,N/A,N/A,795,583,869,186,888,798,424,192,341,145,591,498,N/A,561,N/A,N/A,N/A,78,N/A,116,795
svg,svgo,103,147,124,36,935,53,237,185,65,251,116,287,195,126,224,870,786,311,439,119,559,146,264,188,116,69,66,91,232,245,131,287
webpack-contrib,style-loader,458,301,128,38,125,64,20,85,239,61,263,82,301,868,205,414,308,150,438,245,397,263,213,240,349,236,256,341,77,244,130,82
mridgway,hoist-non-react-statics,442,592,209,37,749,N/A,N/A,N/A,N/A,N/A,N/A,595,591,867,684,594,98,129,138,N/A,41,644,668,498,N/A,N/A,N/A,N/A,N/A,N/A,97,595
ljharb,shell-quote,904,896,957,39,748,N/A,431,412,388,404,385,508,263,866,331,188,821,790,814,283,330,589,995,N/A,402,369,492,353,396,111,96,508
clean-css,clean-css,326,362,118,40,903,N/A,270,261,251,197,103,507,308,242,30,952,529,521,813,250,789,228,91,N/A,245,151,281,277,407,110,95,507
jsx-eslint,eslint-plugin-react,220,70,129,42,74,105,228,290,140,151,384,199,186,218,385,927,594,556,812,70,2,125,608,64,86,61,145,121,251,247,94,199
mdevils,html-entities,633,562,105,41,744,N/A,N/A,68,N/A,N/A,N/A,794,590,828,863,701,503,397,376,342,727,624,321,398,452,N/A,466,N/A,477,N/A,125,794
immutable-js,immutable-js,43,115,839,43,36,N/A,378,373,138,265,264,223,506,827,100,985,149,181,266,183,665,151,547,149,282,210,153,181,342,105,124,223
webpack-contrib,postcss-loader,379,445,115,44,94,38,23,17,184,106,226,74,304,826,187,413,323,187,401,194,456,205,584,205,288,186,213,241,73,104,93,74
mcollina,split2,762,808,339,45,743,N/A,405,439,N/A,N/A,N/A,594,386,825,862,84,642,901,821,402,148,837,501,393,560,N/A,N/A,N/A,72,N/A,92,594
TypeStrong,fork-ts-checker-webpack-plugin,435,423,186,47,N/A,102,205,59,258,31,28,183,89,2,273,692,550,164,270,270,644,163,867,48,263,148,257,278,339,339,153,183
unclechu,node-deep-extend,797,697,677,46,738,N/A,N/A,N/A,N/A,N/A,N/A,593,646,840,961,296,699,787,820,N/A,412,777,140,N/A,N/A,N/A,N/A,N/A,N/A,N/A,152,593
rollup,rollup,71,144,164,48,891,29,244,242,51,309,383,54,88,10,220,622,631,179,819,48,740,10,662,19,39,43,52,51,258,246,151,54
zertosh,invariant,507,647,171,49,834,N/A,N/A,N/A,N/A,N/A,N/A,793,645,839,781,493,572,819,818,N/A,616,814,576,N/A,N/A,N/A,N/A,N/A,N/A,N/A,150,793
http-party,node-http-proxy,155,109,791,50,833,N/A,311,322,387,424,137,353,478,165,320,925,8,376,158,N/A,91,226,49,607,189,N/A,371,N/A,436,412,87,353
lquixada,cross-fetch,459,585,311,51,832,N/A,376,100,N/A,N/A,32,393,385,838,473,825,692,503,817,177,908,608,895,323,269,342,435,132,397,N/A,86,393
sindresorhus,log-update,532,768,316,52,831,N/A,N/A,N/A,N/A,N/A,N/A,505,118,837,365,26,426,858,830,462,324,763,709,439,N/A,368,N/A,367,N/A,N/A,99,505
then,promise,393,363,131,53,830,N/A,N/A,N/A,386,12,382,504,479,836,377,798,153,939,829,N/A,362,574,306,326,N/A,N/A,465,N/A,N/A,113,98,504
sindresorhus,del,489,664,165,57,747,N/A,391,325,385,367,260,503,117,835,459,12,425,799,828,413,63,776,538,418,451,341,464,366,75,112,161,503
sindresorhus,boxen,470,680,226,54,746,N/A,407,394,384,371,N/A,792,116,834,637,25,424,727,827,343,258,453,752,347,450,256,463,365,285,108,160,792
maxogden,extract-zip,711,541,336,56,745,N/A,N/A,N/A,N/A,N/A,N/A,791,388,833,780,N/A,N/A,513,826,N/A,428,682,594,534,559,N/A,N/A,N/A,470,N/A,159,791
dominictarr,rc,541,577,198,55,733,N/A,N/A,N/A,N/A,N/A,N/A,854,642,784,513,66,94,870,825,N/A,139,833,254,N/A,N/A,N/A,N/A,N/A,N/A,N/A,158,854
protobufjs,protobuf.js,212,146,869,58,104,25,123,131,250,174,119,123,812,783,366,966,32,372,335,214,670,237,330,241,117,209,160,320,408,427,141,123
kriskowal,q,140,169,119,59,732,N/A,392,438,270,387,287,383,387,782,159,254,114,741,823,N/A,288,330,55,N/A,440,N/A,298,N/A,74,303,140,383
chimurai,http-proxy-middleware,201,224,110,60,147,N/A,371,92,194,115,139,312,256,178,47,826,953,291,359,195,823,459,641,183,179,340,198,269,441,302,155,312
jantimon,html-webpack-plugin,197,156,138,62,N/A,N/A,48,48,269,44,44,298,389,781,460,225,803,176,835,262,436,149,558,545,166,165,301,303,307,301,154,298
reactjs,react-transition-group,205,263,262,61,730,N/A,168,343,N/A,N/A,N/A,396,480,780,835,488,827,13,50,479,121,348,838,307,235,N/A,N/A,N/A,414,N/A,105,396
auth0,node-jsonwebtoken,123,170,958,64,N/A,N/A,221,178,255,160,19,395,228,779,202,112,475,594,834,279,141,403,373,N/A,142,367,220,354,399,386,104,395
react-bootstrap,dom-helpers,708,683,259,67,729,N/A,323,N/A,N/A,N/A,N/A,597,811,778,916,819,411,98,146,N/A,754,405,643,N/A,485,N/A,N/A,N/A,76,N/A,103,597
mde,ejs,248,236,168,65,728,N/A,389,147,N/A,N/A,N/A,368,255,253,133,626,39,457,833,504,667,67,613,259,209,N/A,462,N/A,337,N/A,102,368
TooTallNate,node-bindings,707,612,959,63,725,N/A,N/A,N/A,N/A,N/A,N/A,N/A,652,792,935,128,280,920,832,N/A,292,914,187,552,484,N/A,N/A,N/A,463,N/A,149,N/A
hij1nx,EventEmitter2,381,417,390,66,676,N/A,N/A,453,N/A,N/A,N/A,804,476,188,33,N/A,N/A,823,831,N/A,345,493,119,372,378,N/A,483,N/A,467,N/A,148,804
sindresorhus,pretty-bytes,534,643,147,68,675,N/A,N/A,N/A,383,302,167,800,115,791,702,13,434,807,777,412,214,725,480,452,483,339,482,364,468,107,163,800
webpack-contrib,sass-loader,328,317,125,69,868,101,125,76,164,88,133,62,333,790,164,422,310,175,409,187,715,211,479,135,236,152,172,227,157,106,162,62
AriaMinaei,pretty-error,465,737,141,70,674,N/A,N/A,N/A,N/A,N/A,N/A,506,650,789,390,448,496,605,368,N/A,714,548,422,N/A,N/A,N/A,N/A,N/A,N/A,N/A,113,506
handlebars-lang,handlebars.js,119,99,239,72,869,N/A,328,210,151,346,34,252,229,123,936,897,700,251,168,225,228,189,53,612,178,141,141,220,188,338,112,252
browserify,commonjs-assert,753,709,960,71,673,N/A,N/A,458,382,377,N/A,799,477,788,614,460,226,663,774,435,653,666,433,578,492,338,502,238,471,102,111,799
JedWatson,classnames,124,286,251,73,927,N/A,81,86,105,240,110,798,391,252,474,387,353,538,773,207,78,460,598,N/A,247,181,118,142,147,101,110,798
motdotla,dotenv-expand,563,606,162,75,718,N/A,1,9,381,1,4,596,390,227,280,180,305,357,371,272,213,661,765,N/A,427,366,501,425,70,100,157,596
mafintosh,tar-fs,723,640,348,74,752,N/A,N/A,N/A,N/A,N/A,N/A,867,648,786,789,60,525,903,771,356,262,698,446,N/A,491,365,N/A,394,476,N/A,156,867
webpack-contrib,mini-css-extract-plugin,316,327,133,76,124,65,30,19,171,25,187,104,298,785,90,416,309,162,782,176,705,97,924,153,196,177,179,274,191,248,107,104
webpack,webpack-dev-server,243,141,104,77,61,N/A,25,24,79,59,237,52,197,118,278,586,219,183,781,65,344,58,278,93,153,257,83,172,128,99,106,52
bripkens,connect-history-api-fallback,441,524,99,79,727,N/A,N/A,N/A,380,444,N/A,608,686,800,545,358,531,233,166,491,704,812,357,N/A,N/A,395,500,430,N/A,109,70,608
webpack-contrib,file-loader,439,391,122,78,726,N/A,N/A,N/A,N/A,N/A,N/A,86,297,799,49,415,314,79,155,N/A,418,386,222,265,N/A,N/A,N/A,N/A,N/A,N/A,85,86
jashkenas,underscore,56,37,272,80,677,N/A,255,446,313,152,273,369,137,88,980,775,60,270,200,275,180,124,11,N/A,300,325,311,378,69,300,84,369
github,fetch,67,68,151,81,867,N/A,195,110,99,341,158,405,136,87,245,96,737,533,780,112,46,425,592,194,210,122,110,124,148,131,83,405
prettier,eslint-plugin-prettier,366,458,281,82,931,144,248,299,100,134,244,205,296,187,268,657,872,297,779,173,398,375,855,436,143,132,107,153,125,130,101,205
winstonjs,winston,88,114,402,83,40,113,67,168,115,74,48,124,233,18,36,802,221,312,778,191,190,218,78,346,111,101,116,178,345,315,100,124
nodejs,node-gyp,211,118,227,90,53,22,280,288,108,203,120,57,50,214,207,212,644,846,788,107,520,64,191,406,94,71,120,151,263,230,115,57
jsx-eslint,eslint-plugin-jsx-a11y,357,267,157,93,145,N/A,364,386,240,124,284,322,185,250,122,930,595,567,787,123,189,188,777,212,156,142,255,192,306,314,114,322
expressjs,serve-index,691,508,98,91,757,N/A,N/A,N/A,N/A,N/A,N/A,207,460,797,546,714,167,675,786,N/A,865,787,496,276,490,N/A,N/A,N/A,484,N/A,78,207
zspecza,common-tags,423,659,961,92,756,N/A,N/A,N/A,N/A,N/A,N/A,470,398,228,120,552,220,74,179,N/A,419,280,733,315,N/A,N/A,N/A,N/A,N/A,N/A,139,470
felixge,node-stack-trace,684,765,692,94,755,N/A,N/A,N/A,N/A,N/A,N/A,955,684,796,476,168,232,134,256,N/A,260,712,124,577,426,N/A,N/A,N/A,494,N/A,138,955
ramda,ramda,77,140,396,84,N/A,N/A,154,114,166,230,243,247,299,251,932,855,387,268,330,255,52,43,371,302,211,91,178,218,179,140,137,247
syntax-tree,unist-util-visit,777,846,378,86,754,N/A,N/A,N/A,N/A,N/A,N/A,60,29,794,111,279,742,636,784,474,601,625,689,327,N/A,394,N/A,236,N/A,N/A,74,60
sindresorhus,gzip-size,808,852,160,85,753,N/A,N/A,350,N/A,N/A,N/A,776,138,793,447,715,592,776,783,N/A,218,786,491,541,489,N/A,N/A,N/A,496,N/A,73,776
survivejs,webpack-merge,389,525,216,87,656,N/A,342,457,346,356,301,410,316,249,288,675,661,255,810,420,569,487,684,N/A,374,239,417,308,63,139,72,410
indutny,elliptic,460,343,174,88,655,N/A,N/A,N/A,N/A,N/A,N/A,676,901,807,446,134,375,432,172,N/A,394,452,518,N/A,425,N/A,N/A,N/A,498,N/A,71,676
cssnano,cssnano,317,365,127,89,N/A,N/A,9,130,144,82,180,157,441,94,788,967,736,456,404,154,508,52,652,111,231,129,158,160,313,138,136,157
graphql,graphql-js,106,104,962,95,910,N/A,178,262,119,94,255,154,315,806,537,700,852,91,301,59,376,65,686,81,151,96,102,187,384,334,135,154
kulshekhar,ts-jest,262,312,365,96,51,36,86,88,106,37,69,134,261,115,589,452,770,81,298,89,568,61,826,103,130,105,121,183,402,125,134,134
aws,aws-sdk-js,247,131,964,97,928,143,111,170,148,220,135,50,20,159,154,114,929,508,790,63,669,49,271,3,88,81,150,66,180,233,133,50
hughsk,flat,449,452,325,99,153,N/A,360,366,246,385,238,749,723,805,293,94,121,548,789,364,22,813,288,580,419,238,259,285,62,232,82,749
alexreardon,memoize-one,378,633,345,98,691,N/A,53,481,N/A,N/A,N/A,361,727,804,173,529,681,199,249,N/A,821,760,856,352,497,N/A,N/A,N/A,61,N/A,81,361
expressjs,cors,276,305,210,100,154,N/A,94,101,N/A,N/A,335,291,334,177,299,634,189,710,752,446,90,611,317,N/A,306,N/A,303,N/A,288,N/A,80,291
remix-run,react-router,24,23,208,102,916,164,305,279,50,235,334,162,318,176,711,749,976,106,248,31,513,154,529,37,29,28,50,40,98,133,79,162
crypto-browserify,createHash,877,794,971,103,711,N/A,N/A,N/A,N/A,N/A,N/A,748,438,803,941,N/A,N/A,904,751,N/A,624,788,619,N/A,N/A,N/A,N/A,N/A,N/A,N/A,60,748
BerkeleyTrue,warning,782,829,278,104,710,N/A,N/A,N/A,N/A,N/A,N/A,450,399,198,843,407,941,194,135,N/A,392,827,648,521,N/A,N/A,N/A,N/A,N/A,N/A,132,450
then,is-promise,761,801,213,101,686,N/A,N/A,N/A,N/A,N/A,N/A,882,437,802,809,797,154,952,750,N/A,683,854,305,510,N/A,N/A,N/A,N/A,N/A,N/A,147,882
immerjs,immer,60,219,185,105,658,112,115,329,356,17,333,128,317,801,796,968,800,52,189,178,393,216,912,119,167,393,200,432,225,441,146,128
avoidwork,filesize.js,467,601,167,106,657,N/A,299,365,249,325,195,497,692,771,125,499,277,468,749,451,473,504,202,N/A,393,147,268,170,65,132,145,497
jest-community,eslint-plugin-jest,519,436,203,107,66,37,62,293,77,279,53,23,786,770,228,813,794,242,748,80,291,134,909,39,228,119,80,99,262,231,144,23
typicode,husky,45,191,357,109,26,6,139,136,123,69,33,496,400,769,556,473,654,495,382,166,607,351,540,156,91,68,137,136,116,234,143,496
mscdex,busboy,384,444,271,110,N/A,N/A,330,427,362,401,310,675,719,720,617,430,384,764,758,452,606,789,361,N/A,307,392,382,431,364,414,142,675
stefanpenner,es6-promise,253,275,258,108,715,N/A,N/A,N/A,N/A,N/A,N/A,397,720,719,599,77,270,193,58,N/A,144,259,440,N/A,N/A,N/A,N/A,N/A,N/A,N/A,68,397
postcss,postcss-import,486,548,182,111,N/A,N/A,41,337,159,57,88,362,785,718,570,556,393,671,757,196,514,219,554,280,319,241,170,196,64,128,18,362
MikeMcl,bignumber.js,265,244,335,113,714,N/A,54,307,363,273,173,553,721,717,491,913,273,951,756,496,835,693,298,609,227,240,381,330,50,413,17,553
felixge,node-dateformat,491,489,901,112,713,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,204,490,169,230,196,314,N/A,128,390,95,350,N/A,N/A,N/A,N/A,N/A,N/A,16,N/A
benjamn,recast,312,352,321,114,150,N/A,341,300,120,210,129,680,747,716,557,250,275,235,384,217,75,320,280,575,238,324,123,316,330,311,15,680
validatorjs,validator.js,83,88,931,115,38,11,203,189,132,231,224,80,335,715,266,970,293,448,753,100,32,168,67,435,109,99,79,270,383,403,14,80
reduxjs,redux,18,15,252,116,895,N/A,338,434,98,280,332,315,49,36,229,785,746,12,98,121,196,198,670,145,141,41,105,89,136,127,13,315
moment,moment-timezone,333,213,360,117,894,N/A,80,220,277,272,271,158,443,58,771,907,126,341,379,295,256,84,223,190,168,242,313,289,141,126,61,158
hapijs,joi,99,135,276,119,68,N/A,72,106,175,85,52,341,179,714,830,468,361,598,763,259,27,234,276,N/A,110,120,185,110,255,237,76,341
node-formidable,formidable,260,252,331,124,96,N/A,157,152,275,144,29,108,13,713,102,969,258,184,231,130,351,248,33,538,190,391,312,433,219,121,59,108
remix-run,history,232,194,255,120,724,N/A,N/A,97,N/A,N/A,N/A,747,442,728,686,755,977,135,178,N/A,622,227,698,358,392,N/A,N/A,N/A,474,N/A,58,747
dominictarr,split,724,771,327,121,723,N/A,N/A,N/A,N/A,N/A,N/A,885,900,727,812,64,97,883,762,N/A,685,871,268,N/A,N/A,N/A,N/A,N/A,N/A,N/A,57,885
yeoman,configstore,566,720,229,123,722,N/A,398,433,N/A,N/A,N/A,679,451,726,246,601,73,762,761,444,129,755,299,422,391,N/A,N/A,N/A,212,N/A,56,679
gulpjs,findup-sync,850,813,270,125,N/A,N/A,N/A,N/A,364,135,N/A,678,337,725,760,479,374,656,760,461,747,597,294,384,N/A,390,499,422,N/A,120,55,678
airbnb,babel-plugin-dynamic-import-node,640,687,159,122,721,N/A,N/A,N/A,N/A,N/A,N/A,677,336,724,624,228,512,411,770,N/A,698,521,835,N/A,N/A,N/A,N/A,N/A,N/A,N/A,54,677
image-size,image-size,429,469,232,118,870,125,333,349,242,365,331,746,784,723,254,984,50,349,288,484,783,441,374,450,271,405,275,280,236,119,69,746
ladjs,superagent,133,154,353,126,148,N/A,298,315,192,244,177,684,48,722,318,375,772,572,287,313,7,238,108,138,256,146,204,222,341,236,75,684
tildeio,rsvp.js,339,392,228,128,719,N/A,N/A,N/A,N/A,N/A,N/A,683,783,721,194,334,560,40,99,N/A,61,283,292,N/A,N/A,N/A,373,N/A,N/A,N/A,67,683
normalize,mz,480,719,221,127,682,N/A,N/A,N/A,N/A,N/A,N/A,682,782,736,558,912,130,706,767,N/A,281,689,525,N/A,N/A,N/A,N/A,N/A,N/A,N/A,66,682
ljharb,js-traverse,886,899,930,129,N/A,N/A,N/A,N/A,365,372,134,554,254,735,52,193,822,789,766,201,563,507,994,N/A,N/A,279,372,275,N/A,421,65,554
pimterry,loglevel,396,483,204,133,48,N/A,197,377,231,252,212,428,401,734,114,203,555,690,765,322,411,331,339,314,314,312,263,112,51,129,64,428
Urthen,case-sensitive-paths-webpack-plugin,696,751,170,132,616,N/A,N/A,N/A,N/A,N/A,N/A,552,708,733,929,781,259,143,124,N/A,430,567,786,N/A,500,N/A,N/A,N/A,473,N/A,63,552
blakeembrey,pluralize,418,465,269,130,615,N/A,N/A,N/A,N/A,N/A,N/A,681,449,732,549,220,400,447,217,N/A,31,844,340,396,505,414,N/A,424,472,N/A,62,681
dashed,shallowequal,807,860,294,131,614,N/A,N/A,N/A,N/A,N/A,N/A,570,709,731,502,244,657,109,175,N/A,555,645,677,620,N/A,N/A,N/A,N/A,N/A,N/A,77,570
shelljs,shelljs,148,246,280,134,871,N/A,173,81,210,142,84,103,345,215,8,887,476,606,718,277,334,202,203,381,249,192,230,265,230,235,6,103
markedjs,marked,44,59,370,136,90,124,266,408,41,333,337,79,9,730,420,833,972,445,431,74,333,76,134,95,56,45,41,42,107,37,5,79
http-party,node-portfinder,565,597,175,135,629,N/A,N/A,N/A,N/A,N/A,N/A,569,781,729,759,933,7,792,430,499,43,617,128,401,N/A,N/A,498,N/A,N/A,N/A,4,569
PrismJS,prism,180,160,794,137,672,123,167,104,366,22,336,169,173,744,758,931,469,339,180,260,527,41,244,244,90,N/A,229,N/A,447,445,3,169
chaijs,chai,235,254,323,141,120,158,103,149,139,211,162,264,344,44,324,774,69,361,715,174,183,285,172,214,155,153,149,179,196,36,2,264
domenic,opener,749,816,288,142,671,N/A,404,432,N/A,N/A,N/A,879,691,743,865,208,522,497,295,N/A,658,906,255,419,504,N/A,N/A,N/A,46,N/A,1,879
sindresorhus,get-port,570,673,340,143,670,N/A,N/A,N/A,N/A,N/A,N/A,536,132,742,565,10,463,851,722,357,74,775,516,431,N/A,N/A,N/A,N/A,N/A,N/A,12,536
okonet,lint-staged,168,322,381,146,909,N/A,284,280,135,266,306,254,809,741,25,261,516,323,721,125,409,245,762,47,89,139,146,101,197,215,11,254
webpack-contrib,url-loader,479,498,211,147,685,N/A,N/A,N/A,N/A,N/A,N/A,77,277,740,290,424,324,78,154,N/A,453,408,224,355,N/A,N/A,N/A,N/A,N/A,N/A,10,77
reactjs,react-lifecycles-compat,680,792,298,145,684,N/A,N/A,N/A,N/A,N/A,N/A,433,474,256,602,489,829,219,110,N/A,528,479,917,N/A,N/A,N/A,N/A,N/A,N/A,N/A,9,433
luisrudge,postcss-flexbugs-fixes,602,787,179,144,683,N/A,N/A,N/A,N/A,N/A,N/A,555,663,738,384,804,933,446,207,N/A,285,605,675,581,N/A,N/A,355,N/A,N/A,N/A,8,555
jquery,jquery,21,13,206,148,33,20,238,263,83,148,127,55,10,45,260,551,201,417,286,90,84,99,5,455,128,170,86,157,138,35,7,55
cheeriojs,cheerio,55,127,352,150,13,33,59,125,24,289,46,302,219,216,289,944,68,234,432,41,247,221,153,191,170,154,25,30,371,34,175,302
mochajs,mocha,84,66,296,155,915,N/A,26,32,176,156,181,65,218,737,774,832,570,222,215,96,182,74,93,146,104,155,148,230,282,388,174,65
ljharb,json-stable-stringify,880,892,237,156,N/A,N/A,71,407,273,370,297,538,271,688,432,191,824,788,730,240,503,615,997,N/A,299,233,289,234,277,294,177,538
rbuckton,reflect-metadata,368,475,265,157,930,122,212,312,195,164,259,334,662,687,274,384,799,600,729,317,892,851,639,397,334,413,210,163,38,217,176,334
tomas,needle,461,413,247,159,N/A,N/A,373,410,347,96,61,847,661,686,78,392,509,627,351,395,251,424,173,269,274,232,416,247,373,28,164,847
archiverjs,node-archiver,386,424,446,163,679,N/A,44,28,111,35,172,139,467,259,828,902,235,607,727,150,635,447,289,157,188,190,128,128,410,27,189,139
webpack-contrib,copy-webpack-plugin,380,379,234,160,72,N/A,220,203,211,63,362,67,322,684,478,418,317,191,726,213,423,312,735,155,303,189,236,261,48,26,188,67
reworkcss,css,464,407,214,161,678,121,N/A,195,348,423,361,846,808,683,325,712,58,827,725,N/A,866,444,246,N/A,436,N/A,329,N/A,482,387,187,846
js-cookie,js-cookie,90,95,419,162,693,120,153,213,201,326,168,330,225,98,110,949,295,592,724,188,425,455,644,266,333,280,212,231,47,216,186,330
chrisdickinson,raf,604,684,183,164,689,N/A,N/A,N/A,N/A,N/A,N/A,845,659,682,383,145,131,871,723,N/A,95,845,307,N/A,N/A,N/A,N/A,N/A,N/A,N/A,185,845
webpack,webpack-cli,395,278,266,139,24,119,39,208,46,228,299,48,65,260,380,587,216,149,434,49,818,412,846,168,251,185,46,79,105,38,184,48
dominictarr,JSONStream,434,477,328,138,688,N/A,N/A,N/A,N/A,N/A,N/A,N/A,658,696,330,65,93,914,746,N/A,422,627,149,N/A,N/A,N/A,N/A,N/A,N/A,N/A,183,N/A
d3,d3-array,681,457,476,140,687,N/A,N/A,N/A,367,392,N/A,919,807,695,912,571,340,511,410,359,701,307,672,165,N/A,412,349,423,N/A,425,182,919
