owner,repo,issues_maintenance,code_maintenance,community_documentation,maintainer_history,contributor_participation,code_contribution,contributor_growth,popularity,stars_and_watches,forks,downstream_dependents,project_maturity,dependencies_health,testing_quality,review_coverage,community_activity_and_integrity,avg_percentile,maintenance_and_goodwill,code_quality,component_avg,component_rank,trustee_rank,component_grade,trustee_grade
mariocasciaro,object-path,7.6,0.0,60.8,46.6,18.7,0.0,0.0,46.3,46.4,38.7,70.9,29.2,69.8,0.0,46.5,16.25,30.0,28.75,36.375,27.125,418.0,444.5,C,C
SheetJS,sheetjs,39.9,14.6,24.7,46.4,23.6,7.3,0.0,67.6,96.2,97.1,42.4,34.9,45.4,10.1,59.9,24.625,37.0,31.4,37.574999999999996,31.2,565.0,636.5,C,B
jaredhanson,passport-strategy,7.0,0.0,40.4,84.1,19.7,0.0,0.0,31.1,15.5,19.3,59.3,30.5,45.8,0.0,2.5,12.7,21.7,32.875,19.7,21.758333333333336,213.5,185.0,D,F
gulpjs,vinyl-fs,33.6,0.0,54.0,56.2,19.6,0.0,0.0,51.8,45.3,51.3,62.8,48.0,48.5,11.8,70.7,17.85,34.5,35.95,44.75,32.85,608.5,586.5,B,C
oclif,config,8.1,16.2,22.6,30.8,24.9,29.5,18.2,22.7,10.3,22.1,25.0,33.5,54.7,29.6,58.8,23.825,28.5,19.425,44.15,29.133333333333336,504.0,395.0,C,D
SeleniumHQ,selenium,40.8,33.7,93.1,32.2,51.9,47.5,43.1,74.4,95.3,97.0,46.1,59.3,66.9,45.5,46.9,54.225,56.2,49.94999999999999,54.650000000000006,52.94166666666666,984.0,978.5,A,A
wnr,element-resize-detector,30.6,0.0,48.9,69.2,18.9,0.0,0.0,38.3,50.9,42.6,40.9,18.7,59.3,0.0,31.8,14.299999999999999,28.0,37.175,27.45,26.308333333333334,388.0,372.5,D,D
browserify,browserify,17.5,0.6,81.4,64.5,30.2,7.6,7.2,69.9,85.5,82.8,52.6,58.5,42.8,3.6,72.3,28.725,41.4,41.0,44.3,38.00833333333333,723.0,737.5,B,B
mathiasbynens,base64,7.0,0.0,46.3,65.4,19.0,0.0,0.0,35.7,33.6,40.6,45.0,23.6,38.8,0.0,2.6,13.675,21.4,29.675,16.25,19.866666666666667,158.0,176.5,F,F
mscdex,ssh2,47.5,16.2,58.8,58.2,37.1,17.4,7.3,54.5,70.9,74.5,35.1,37.4,35.1,14.6,19.2,29.075,35.8,45.175,26.574999999999996,33.60833333333333,623.0,607.5,B,B
airbnb,enzyme,22.8,12.5,76.5,62.0,24.0,6.5,0.0,61.6,89.6,89.9,54.1,12.9,50.7,13.4,59.0,23.025,39.1,43.45,34.0,33.49166666666667,619.0,679.0,B,B
epeli,underscore.string,10.1,0.0,38.8,0.0,19.1,0.0,0.0,60.3,64.7,68.1,52.3,56.0,56.1,0.0,57.7,19.85,29.2,12.225,42.45,24.84166666666667,322.5,416.5,D,C
sindresorhus,user-home,30.6,0.0,54.3,75.6,19.1,0.0,0.0,29.1,18.4,12.7,63.3,22.2,40.7,0.0,11.7,12.05,23.3,40.125,18.650000000000002,23.608333333333334,270.0,226.5,D,D
angular,components,36.0,27.1,67.3,64.6,51.9,47.7,42.9,72.8,92.7,96.7,59.4,42.6,78.1,46.0,44.1,53.825,56.3,48.75,52.699999999999996,51.75833333333333,974.0,980.5,A,A
vuejs,vue-style-loader,5.1,0.0,26.8,46.7,22.4,0.0,0.0,34.6,21.9,32.5,71.6,12.3,56.1,0.0,51.1,14.25,24.4,19.65,29.875,21.258333333333333,190.5,255.5,F,D
stevemao,left-pad,18.0,0.0,25.8,64.7,22.4,0.0,0.0,48.4,50.5,48.2,70.1,24.9,45.3,0.0,52.8,17.7,28.9,27.125,30.75,25.191666666666666,343.0,407.0,D,C
remarkjs,react-markdown,36.1,24.6,79.3,44.2,42.2,28.4,10.8,58.7,82.1,78.5,45.6,28.6,45.1,24.1,69.3,35.025000000000006,44.5,46.05,41.775,40.949999999999996,794.5,804.0,B,A
Hacker0x01,react-datepicker,36.6,29.3,85.5,44.5,52.1,45.9,40.6,65.8,75.8,90.9,44.8,51.5,61.4,43.4,69.9,51.099999999999994,54.8,48.975,56.550000000000004,52.208333333333336,979.0,965.5,A,A
nfl,react-helmet,20.1,0.6,73.6,45.9,30.4,5.5,0.0,60.1,87.3,75.0,58.7,19.5,80.5,0.0,70.2,24.0,39.3,35.05,42.55,33.86666666666667,631.0,682.0,B,B
node-js-libs,cli,8.8,0.0,32.8,53.1,21.6,0.0,0.0,41.3,41.4,34.7,42.9,46.0,32.4,0.0,30.8,15.725,23.3,23.674999999999997,27.3,22.233333333333334,221.0,226.5,D,D
koajs,compose,19.9,0.0,57.0,71.2,21.6,0.0,0.0,43.4,45.6,48.3,49.6,30.1,63.4,5.5,52.0,16.25,32.0,37.025000000000006,37.75,30.34166666666667,542.5,519.0,C,C
http-party,http-server,32.6,1.1,77.5,52.2,31.2,13.1,0.0,68.1,83.9,86.1,48.3,54.2,66.2,18.1,59.7,28.099999999999998,42.9,40.849999999999994,49.55,39.49999999999999,758.0,768.5,B,B
ethereumjs,ethereumjs-monorepo,40.7,29.5,37.6,38.9,48.3,45.6,37.9,48.2,59.8,74.0,13.4,45.5,46.7,44.0,73.0,45.00000000000001,45.8,36.675000000000004,52.3,44.65833333333334,853.0,823.0,A,A
dcodeIO,bcrypt.js,22.3,0.0,44.1,45.1,28.4,5.5,0.0,46.3,64.8,59.5,23.4,37.4,24.9,0.0,18.6,20.049999999999997,25.0,27.875,20.225,22.71666666666667,240.0,272.0,D,D
goto100,xpath,45.0,32.4,36.3,40.1,40.5,29.5,26.5,31.6,21.2,32.9,35.6,36.9,33.2,13.2,48.8,32.025,33.5,38.449999999999996,33.025,34.5,642.0,565.0,B,C
hapijs,boom,32.1,7.6,47.2,57.2,28.4,5.5,0.0,56.2,62.3,54.0,68.6,40.0,46.1,6.9,64.2,22.525,35.7,36.025000000000006,39.300000000000004,32.61666666666667,602.5,604.5,B,B
request,request-promise,13.9,1.2,53.0,50.5,26.8,2.1,0.0,52.2,68.7,62.2,48.7,29.1,43.3,0.0,55.8,20.275000000000002,31.1,29.650000000000002,32.05,27.325,424.0,487.0,C,C
expressjs,errorhandler,30.6,0.0,49.5,57.3,21.9,0.0,0.0,42.3,30.0,30.4,68.4,40.4,51.9,0.0,26.7,16.049999999999997,27.5,34.349999999999994,29.75,26.716666666666665,402.0,355.5,C,D
react-icons,react-icons,34.4,33.6,49.9,32.8,49.5,35.8,33.7,65.0,80.8,75.2,70.2,33.8,61.6,34.7,56.5,46.0,48.3,37.675,46.650000000000006,43.44166666666666,840.0,858.5,A,A
apostrophecms,sanitize-html,39.1,6.6,77.3,42.9,35.9,9.2,11.9,52.1,65.8,67.4,45.8,29.3,45.4,6.0,61.8,27.275,37.6,41.475,35.625,34.791666666666664,647.0,649.0,B,B
react-dnd,react-dnd,29.4,11.1,59.4,21.1,36.9,10.2,0.0,67.7,89.8,89.5,44.4,47.2,73.9,4.3,41.6,28.700000000000003,38.4,30.25,41.75,33.56666666666667,622.0,669.0,B,B
mishoo,UglifyJS2,43.6,16.6,81.1,61.5,22.0,0.0,0.0,12.3,0.0,0.0,19.4,29.6,27.0,24.8,3.5,8.575,22.2,50.699999999999996,21.225,26.833333333333332,406.0,193.0,C,F
zenorocha,clipboard.js,46.5,10.1,74.8,58.0,33.1,8.0,0.0,58.2,96.1,95.0,8.3,33.2,56.5,4.2,65.2,24.825000000000003,40.3,47.35,39.775000000000006,37.31666666666667,708.0,718.0,B,B
reactjs,react-modal,28.7,27.8,56.4,33.0,38.9,13.4,20.7,57.0,74.8,78.1,50.7,24.3,77.3,18.5,75.0,32.5,43.7,36.474999999999994,48.775000000000006,39.25,753.5,790.5,B,B
medialize,URI.js,12.8,0.0,71.0,54.4,22.1,19.7,0.0,57.4,73.3,71.5,23.8,61.0,25.0,0.0,59.0,24.799999999999997,33.5,34.55,36.25,31.866666666666664,583.0,565.0,C,C
sindresorhus,tildify,7.8,0.0,48.5,73.2,22.1,0.0,0.0,28.8,14.6,11.5,59.0,30.1,43.9,0.0,36.5,12.725000000000001,23.8,32.375,27.625,24.241666666666664,293.0,240.0,D,D
apollographql,apollo-link,5.2,0.0,68.5,38.4,22.2,0.0,0.0,43.4,52.6,65.8,49.2,6.0,82.1,0.0,78.7,16.4,33.1,28.025,41.7,28.708333333333332,487.0,555.0,C,C
winstonjs,winston-daily-rotate-file,31.2,25.1,37.2,47.5,35.4,7.8,5.9,36.8,43.2,49.0,33.0,21.9,46.0,8.8,60.5,21.475,31.7,35.25,34.3,30.34166666666667,542.5,505.0,C,C
facebook,react-native,40.8,26.7,81.4,46.9,49.7,43.9,41.5,78.7,99.5,98.9,67.2,49.1,69.9,46.0,49.8,53.45,57.0,48.95,53.699999999999996,52.03333333333333,978.0,989.0,A,A
75lb,command-line-args,21.3,0.0,49.3,65.2,17.1,2.1,0.0,40.1,38.0,41.7,49.5,31.0,54.6,0.8,16.6,14.825000000000001,26.1,33.95,25.75,24.84166666666667,322.5,306.0,D,D
naugtur,xhr,17.9,0.0,75.9,48.2,17.1,0.0,0.0,45.2,42.0,41.4,58.3,39.2,59.5,0.0,55.0,15.575000000000001,31.2,35.5,38.425,29.833333333333332,527.0,492.5,C,C
sidorares,node-mysql2,20.7,30.1,67.4,76.2,46.9,44.2,39.0,61.8,67.0,72.3,56.6,51.3,55.7,42.9,34.5,47.975,49.5,48.60000000000001,46.099999999999994,47.55833333333334,914.0,880.5,A,A
vuejs,vue-hot-reload-api,4.5,0.0,26.4,47.2,17.2,0.0,0.0,36.5,32.3,26.9,70.0,16.6,76.3,0.0,41.5,13.425,25.2,19.525,33.6,22.183333333333337,219.0,279.0,D,D
vuejs,vuex,36.5,6.5,50.8,47.0,27.6,14.8,6.0,73.1,95.1,97.4,63.8,36.2,72.8,7.0,69.7,30.375,43.6,35.2,46.425,37.333333333333336,710.0,787.5,B,B
prettymuchbryce,http-status-codes,33.8,5.5,36.2,52.7,26.5,12.6,11.3,41.2,45.1,41.0,37.8,40.9,57.9,10.6,35.1,22.900000000000002,31.1,32.05,36.125,30.358333333333334,544.0,487.0,C,C
kelektiv,node-cron,39.8,28.5,91.7,50.2,39.8,42.3,26.4,62.9,76.6,72.7,39.0,63.2,41.2,36.0,66.5,42.85,49.9,52.55,51.724999999999994,49.041666666666664,939.0,891.0,A,A
jasmine,jasmine-npm,44.6,4.1,64.7,52.7,19.3,8.2,6.1,36.7,28.5,47.5,24.1,46.8,31.9,3.0,35.0,17.575,28.2,41.525000000000006,29.175,29.425,516.0,381.5,C,D
parshap,node-sanitize-filename,8.2,0.0,41.9,74.0,17.1,2.5,0.0,23.0,26.4,27.8,8.4,29.4,53.3,0.0,22.9,10.65,21.5,31.025,26.4,22.691666666666663,237.0,180.5,D,F
mui-org,material-ui,39.9,29.1,90.8,0.0,42.3,46.5,42.4,78.3,98.9,99.4,62.5,52.3,71.3,46.4,52.6,52.375,54.7,39.949999999999996,55.650000000000006,49.324999999999996,944.0,964.0,A,A
knex,knex,38.5,33.5,53.9,21.4,39.9,38.5,41.1,71.1,88.6,90.2,49.1,56.6,54.2,43.0,70.4,47.65,50.9,36.825,56.050000000000004,46.84166666666667,898.0,907.0,A,A
sequelize,sequelize,46.9,33.5,76.6,36.5,39.8,47.5,39.6,82.2,95.4,95.5,59.8,78.2,66.6,44.0,53.8,52.275,56.9,48.375,60.64999999999999,53.76666666666667,991.0,987.5,A,A
react-component,slider,28.3,23.8,49.4,49.5,30.1,31.1,29.8,45.7,62.8,75.7,8.5,35.9,35.5,32.5,79.8,34.175000000000004,40.8,37.75,45.925000000000004,39.28333333333334,755.0,729.5,B,B
trentm,node-bunyan,6.3,9.7,81.9,51.1,16.3,8.2,0.0,59.1,74.4,70.9,50.4,40.6,66.3,2.9,40.7,20.9,35.3,37.25,37.625,31.925,586.0,597.0,C,C
nashwaan,xml-js,3.6,0.0,54.3,30.2,17.2,0.0,0.0,42.7,49.6,53.1,50.1,17.9,79.5,0.0,24.0,14.975000000000001,26.2,22.025,30.35,22.45,228.5,309.0,D,D
websockets,bufferutil,43.7,4.7,32.1,35.6,15.3,9.3,6.2,31.8,16.7,24.8,54.4,31.1,39.6,9.9,39.9,15.650000000000002,25.2,29.025000000000006,30.125,24.933333333333337,326.0,279.0,D,D
firebase,firebase-js-sdk,33.7,27.1,89.6,40.8,40.7,44.4,41.0,57.6,68.5,79.0,65.4,17.4,83.5,45.5,78.8,45.925,54.2,47.8,56.300000000000004,50.00833333333333,954.0,958.0,A,A
hudochenkov,stylelint-order,26.9,28.4,40.0,38.5,21.0,19.2,6.3,36.0,44.2,31.3,42.8,25.6,55.6,12.8,32.9,20.625,29.7,33.45,31.725,28.600000000000005,481.5,433.0,C,C
googleapis,google-api-nodejs-client,34.7,33.6,90.6,48.1,44.0,43.5,33.4,60.6,81.0,88.9,7.8,64.8,35.4,39.6,48.9,45.375,48.5,51.75,47.175,48.1,921.0,863.5,A,A
FortAwesome,Font-Awesome,24.2,18.2,74.3,19.4,42.1,23.4,22.7,79.1,98.6,98.1,58.0,61.6,40.2,11.3,52.0,41.824999999999996,44.3,34.025,41.275,39.041666666666664,750.0,799.5,B,B
webpack-contrib,eslint-loader,30.8,0.0,64.6,62.0,16.6,0.0,0.0,51.8,46.6,46.1,74.1,40.5,85.2,0.0,63.8,17.1,36.6,39.349999999999994,47.375,34.60833333333333,644.0,625.5,B,B
ciaranj,node-oauth,4.7,12.8,21.7,79.8,18.4,10.8,0.0,47.7,59.7,74.1,7.9,49.0,23.9,0.0,47.4,19.225,27.7,29.75,30.075,26.349999999999998,391.0,362.0,D,D
webpack-contrib,html-loader,54.9,18.4,73.6,62.2,28.4,24.4,22.8,52.6,48.8,55.3,63.0,43.3,65.5,24.6,65.8,32.050000000000004,45.5,52.275000000000006,49.8,44.708333333333336,856.0,819.0,A,A
npm,security-holder,0.0,0.0,25.7,61.0,16.3,0.0,0.0,16.8,17.9,26.5,12.3,10.4,23.2,0.0,37.2,8.275,16.0,21.675,17.700000000000003,15.883333333333335,105.0,105.0,F,F
pugjs,pug,33.6,0.0,52.4,52.8,26.9,0.0,0.0,74.6,90.8,89.3,55.8,62.6,71.5,2.5,48.0,25.375,39.7,34.7,46.15,35.40833333333333,660.0,700.5,B,B
typeorm,typeorm,36.6,38.7,90.8,24.0,49.4,42.0,44.1,67.3,95.9,96.5,48.4,28.3,59.2,22.1,61.1,50.699999999999996,51.9,47.525000000000006,42.675000000000004,46.96666666666667,902.0,918.5,A,A
yiminghe,async-validator,14.1,3.1,49.8,44.3,23.8,5.2,0.0,57.5,77.7,76.3,57.9,18.1,73.9,0.0,43.3,21.625,33.5,27.825,33.825,27.758333333333336,448.0,565.0,C,C
formatjs,formatjs,52.5,37.0,62.0,41.5,45.8,42.1,38.3,66.5,85.0,85.1,40.7,55.3,76.7,38.2,56.4,48.175,53.5,48.25,56.650000000000006,51.025,968.0,947.0,A,A
flitbit,diff,10.5,0.0,46.2,62.9,16.4,0.0,0.0,51.0,62.4,59.0,47.7,35.0,62.8,0.0,40.1,16.85,30.2,29.9,34.475,27.075,415.0,453.0,C,C
driverdan,node-XMLHttpRequest,2.7,0.0,36.1,65.5,16.5,0.0,0.0,37.5,29.6,63.0,8.0,49.5,20.7,0.0,47.9,13.5,23.0,26.075000000000003,29.525,23.03333333333333,252.0,215.0,D,D
gulpjs,gulp,40.5,5.5,77.8,56.4,28.3,8.4,0.0,76.5,95.8,95.6,68.7,45.8,54.3,0.0,79.7,28.3,44.6,45.05,44.95,39.43333333333333,756.0,806.5,B,A
roryrjb,md5-file,18.3,0.0,43.9,12.3,16.0,0.0,0.0,31.2,20.9,15.0,62.1,27.0,43.6,0.0,39.8,11.8,20.8,18.625,27.6,19.34166666666667,149.0,163.0,F,F
mathiasbynens,utf8.js,3.5,0.0,48.1,65.5,16.0,0.0,0.0,41.3,34.8,45.4,53.5,31.6,43.2,0.0,8.2,14.325,23.3,29.275,20.75,21.45,200.0,226.5,D,D
firebase,firebase-admin-node,30.7,32.8,79.2,40.8,44.0,40.0,33.3,39.7,53.6,65.0,8.1,32.1,44.8,39.5,58.8,39.25,43.1,45.875,43.8,42.975,832.0,773.0,A,B
59naga,babel-plugin-add-module-exports,10.8,0.0,25.6,62.0,16.1,0.0,0.0,34.4,39.3,27.3,48.8,22.3,78.0,0.0,28.7,12.625,25.0,24.6,32.25,23.15833333333333,257.0,272.0,D,D
75lb,command-line-usage,23.2,0.0,64.2,65.2,16.1,0.0,0.0,27.8,20.3,21.6,46.6,22.6,42.4,5.6,4.6,10.975000000000001,22.2,38.150000000000006,18.8,22.64166666666667,233.0,193.0,D,F
jimp-dev,jimp,17.3,29.8,74.2,13.4,38.7,23.4,28.9,65.1,84.1,75.9,53.1,47.2,64.6,29.8,50.4,39.025,44.3,33.675,48.0,40.23333333333333,773.0,799.5,B,B
mapbox,node-pre-gyp,31.8,17.7,81.8,71.5,30.2,18.2,11.4,52.9,47.8,62.9,72.7,28.2,64.5,17.2,69.1,28.175,43.4,50.699999999999996,44.74999999999999,41.208333333333336,798.0,781.0,B,B
kelektiv,node.bcrypt.js,43.4,19.3,66.0,50.6,38.5,19.3,22.5,53.6,74.5,70.4,7.0,62.6,43.6,18.5,69.5,33.475,42.3,44.825,48.55,42.28333333333334,818.0,757.0,A,B
enzymejs,enzyme,23.1,15.1,73.7,15.2,19.6,5.2,0.0,61.6,89.5,90.0,54.0,12.9,51.0,13.5,58.0,21.6,35.6,31.775000000000002,33.85,29.075,501.0,602.5,C,B
ant-design,ant-design,35.2,27.2,74.4,37.9,42.8,47.5,43.5,75.3,98.8,99.7,54.6,48.1,50.5,46.9,77.2,52.275,55.4,43.675000000000004,55.675,50.541666666666664,958.0,972.0,A,A
lit,lit,31.2,27.8,76.6,7.7,46.8,45.7,41.6,59.9,87.4,79.1,36.4,36.7,57.9,44.5,67.7,48.49999999999999,49.3,35.824999999999996,51.7,45.34166666666666,871.0,877.0,A,A
Automattic,node-canvas,35.8,15.9,56.1,55.7,42.1,23.7,30.0,56.5,79.2,82.4,7.1,57.1,28.9,29.4,76.8,38.075,43.6,40.875,48.05,42.333333333333336,819.0,787.5,A,B
mattyork,fuzzy,2.9,0.0,43.4,52.0,15.5,0.0,0.0,41.8,42.4,38.0,44.0,43.0,44.0,0.0,11.2,14.325,22.5,24.575,24.55,21.150000000000002,183.0,199.5,F,F
casesandberg,react-color,17.0,9.6,58.6,44.5,24.5,10.1,0.0,56.5,81.7,80.0,39.3,25.2,51.3,0.0,60.6,22.775,34.4,32.425,34.275,29.825,526.0,582.5,C,C
cryptocoinjs,bs58,23.2,0.0,26.9,57.3,15.6,0.0,0.0,31.7,20.1,24.3,53.9,28.6,37.5,0.0,37.3,11.825,22.2,26.849999999999998,25.85,21.508333333333336,204.0,193.0,D,F
shouldjs,should.js,23.3,0.0,63.0,42.1,15.6,0.0,0.0,44.5,56.7,45.7,44.7,30.8,47.4,0.0,49.3,15.025,28.5,32.1,31.874999999999996,26.333333333333332,389.0,395.0,D,D
anseki,readline-sync,30.7,0.0,58.4,52.8,15.2,0.0,0.0,34.3,41.3,29.6,36.8,29.6,30.5,0.0,6.2,12.375,21.8,35.474999999999994,16.575000000000003,21.474999999999998,201.5,186.0,D,F
quilljs,quill,38.6,33.2,55.1,28.9,43.6,41.3,33.5,73.5,96.4,93.8,41.4,62.2,61.5,36.4,42.5,47.975,49.7,38.95,50.650000000000006,45.85833333333334,882.0,884.0,A,A
substack,brfs,25.3,0.0,59.5,1.6,16.9,0.0,0.0,39.2,35.2,32.3,48.5,40.9,38.6,0.0,20.0,14.025,21.5,21.599999999999998,24.875,20.166666666666668,164.0,180.5,F,F
domenic,chai-as-promised,23.3,2.5,56.4,62.5,19.5,2.7,0.0,48.1,52.1,42.4,46.7,51.3,61.9,0.0,41.7,17.575000000000003,31.6,36.175,38.724999999999994,30.825,559.0,502.5,C,C
oclif,command,11.8,19.1,21.8,30.8,22.2,30.8,20.6,24.7,17.5,24.4,24.6,32.5,54.7,30.9,49.1,24.575000000000003,28.8,20.875,41.800000000000004,29.083333333333332,502.0,403.5,C,C
dylang,shortid,24.3,0.0,42.8,70.3,16.9,0.0,0.0,55.1,71.8,61.2,46.3,41.2,68.6,0.0,33.8,18.0,32.3,34.349999999999994,35.9,29.416666666666668,515.0,529.0,C,C
jonschlinkert,gray-matter,16.7,0.4,56.9,45.5,26.5,0.8,2.9,48.6,66.3,45.5,56.2,26.5,39.7,1.4,25.1,19.700000000000003,27.7,29.875,23.175000000000004,24.25,294.5,362.0,D,D
timoxley,keycode,5.9,0.0,47.3,90.4,15.4,0.0,0.0,36.3,31.8,30.0,48.1,35.5,41.3,0.0,43.0,12.924999999999999,26.4,35.9,29.95,26.25833333333333,387.0,318.0,D,D
node-config,node-config,28.2,24.8,36.9,49.6,35.3,16.2,20.9,54.3,72.9,70.2,21.1,53.0,35.4,10.4,74.3,31.674999999999997,38.3,34.875,43.275,36.60833333333333,685.0,666.0,B,B
cujojs,when,15.1,0.0,42.9,62.0,14.9,0.0,0.0,65.8,65.2,67.8,65.2,65.0,41.9,0.0,29.5,20.175,31.1,30.0,34.1,28.09166666666667,460.0,487.0,C,C
hammerjs,hammer.js,24.8,0.0,62.1,48.6,25.0,0.0,0.0,57.6,92.5,92.6,5.4,40.0,35.8,0.0,41.7,20.65,31.4,33.875,29.375,27.96666666666667,455.0,499.0,C,C
oclif,cli-ux,3.6,0.0,43.5,30.9,15.0,0.0,0.0,31.1,34.9,25.0,34.8,29.6,58.5,0.0,48.0,11.525,22.8,19.5,34.025,21.683333333333334,211.0,209.0,D,D
webpack,json-loader,16.9,0.0,25.4,58.7,15.0,0.0,0.0,44.7,31.0,36.3,69.3,42.4,68.7,0.0,45.6,14.925,28.3,25.25,39.175000000000004,26.45,395.0,385.0,D,D
necolas,normalize.css,45.8,20.9,55.6,63.3,22.0,5.2,0.0,73.7,97.5,97.8,55.1,44.4,35.5,0.0,59.2,25.225,40.2,46.400000000000006,34.775,35.46666666666667,661.0,714.5,B,B
mrdoob,three.js,36.1,29.9,56.0,45.5,47.7,47.1,43.4,80.5,99.1,99.6,47.3,76.2,51.5,45.6,48.9,54.675000000000004,54.3,41.875,55.55,50.70000000000001,960.0,960.0,A,A
standard,eslint-plugin-standard,30.8,5.9,51.9,33.9,19.7,5.5,13.6,26.5,16.5,15.6,58.9,15.1,48.4,7.1,50.6,16.325,26.3,30.625,30.299999999999997,25.75,367.0,313.0,D,D
mobxjs,mobx,43.8,23.9,78.6,30.2,44.6,35.5,38.2,66.3,94.1,88.1,39.9,43.1,76.5,37.6,68.3,46.150000000000006,52.7,44.12499999999999,56.375,48.88333333333333,936.0,932.5,A,A
amqp-node,amqplib,37.7,13.6,44.0,47.6,33.6,17.4,13.7,54.0,66.0,70.1,43.3,36.6,54.9,14.8,72.0,29.675,39.6,35.725,44.575,36.65833333333334,686.0,694.5,B,B
imagemin,imagemin,11.8,0.0,23.2,56.9,16.8,0.0,0.0,57.3,71.1,61.1,61.7,35.5,47.8,0.0,46.3,18.525,29.3,22.975,32.4,24.633333333333336,308.0,419.5,D,C
redux-saga,redux-saga,45.2,23.4,83.8,17.9,34.7,21.3,21.0,66.7,91.8,89.7,49.0,36.2,67.2,26.0,65.8,35.925,47.0,42.575,48.8,42.43333333333333,823.0,844.5,A,A
adamwdraper,Numeral-js,20.6,0.0,59.6,54.2,23.0,4.8,0.0,52.6,79.0,80.4,5.5,45.5,31.8,0.0,47.0,20.1,30.4,33.6,31.075,28.258333333333336,468.0,463.5,C,C
intlify,vue-i18n-next,31.1,32.4,68.0,15.9,46.7,44.1,38.4,43.4,55.5,61.0,29.2,28.1,61.0,40.0,42.3,43.15,42.8,36.85,42.85,40.949999999999996,794.5,765.5,B,B
node-schedule,node-schedule,24.9,0.0,67.5,43.0,26.0,0.0,0.0,61.8,78.3,70.7,40.3,57.9,37.8,5.4,68.6,21.95,35.4,33.85,42.425,32.74166666666667,605.0,599.0,B,C
mysqljs,mysql,22.8,15.7,57.4,50.2,20.5,8.4,0.0,71.7,88.3,92.1,59.1,47.4,41.9,5.5,39.6,25.150000000000002,36.7,36.525000000000006,33.6,31.758333333333336,577.5,629.5,C,B
babel,babel-preset-env,31.0,0.0,80.6,43.2,14.3,0.0,0.0,53.8,65.5,53.8,69.1,26.6,84.9,0.0,49.2,17.025,35.5,38.7,40.175000000000004,31.96666666666667,587.0,601.0,C,B
rollup,rollup-plugin-babel,31.0,0.0,48.5,36.5,14.4,0.0,0.0,39.0,38.6,37.8,65.8,13.6,76.0,0.0,58.5,13.35,29.4,29.0,37.025,26.458333333333332,396.0,423.5,D,C
babel,babelify,25.9,0.0,58.0,43.2,17.6,0.0,0.0,43.3,54.3,44.7,47.5,26.6,72.9,0.0,60.2,15.225,31.3,31.775000000000002,39.925000000000004,28.975000000000005,497.0,495.5,C,C
lodash,babel-plugin-lodash,19.6,0.0,48.6,40.2,14.4,0.0,0.0,39.1,57.4,42.1,42.0,14.9,71.3,0.0,39.5,13.375,27.0,27.1,31.425,23.96666666666667,280.5,342.5,D,D
akiran,react-slick,41.4,33.0,67.3,29.1,37.3,29.6,20.2,65.6,81.5,90.4,50.5,39.8,50.1,10.1,64.7,38.175,44.7,42.699999999999996,41.175,40.68333333333333,788.5,808.5,B,A
FortAwesome,react-fontawesome,20.4,0.0,67.9,18.2,22.0,0.0,0.0,37.8,66.2,60.0,5.6,19.4,57.9,2.4,56.0,14.95,27.6,26.625000000000004,33.925000000000004,25.166666666666668,341.0,357.5,D,D
gulpjs,gulp-util,30.9,0.0,65.4,48.8,14.5,0.0,0.0,43.9,42.5,40.8,61.2,31.1,46.6,0.0,62.0,14.6,30.3,36.275000000000006,34.925,28.600000000000005,481.5,459.0,C,C
chancejs,chancejs,21.6,22.1,50.2,35.9,27.7,18.9,20.3,44.7,73.4,69.2,4.5,31.5,59.3,25.1,54.5,27.9,36.4,32.45,42.6,34.31666666666667,637.0,619.5,B,B
ardatan,graphql-tools,38.9,25.9,66.5,37.3,42.6,47.0,39.7,59.8,70.6,77.0,50.0,41.6,58.7,43.5,59.4,47.275000000000006,49.7,42.150000000000006,50.8,46.741666666666674,896.0,884.0,A,A
rstacruz,nprogress,14.0,0.0,35.3,74.4,17.5,0.0,0.0,67.4,93.4,88.8,50.6,36.9,42.3,0.0,38.5,21.225,32.8,30.925,29.424999999999997,27.191666666666666,421.0,549.0,C,C
theturtle32,WebSocket-Node,39.5,0.0,32.3,46.8,20.1,0.0,0.0,47.1,66.4,72.9,4.6,44.7,25.9,0.1,52.2,16.8,27.4,29.65,30.724999999999998,25.724999999999998,366.0,353.0,D,D
acdlite,recompose,16.2,0.0,65.0,57.7,14.2,0.0,0.0,62.4,85.9,83.9,46.4,33.5,80.9,0.0,60.4,19.15,37.2,34.725,43.7,32.525,596.0,642.5,C,B
cryptocoinjs,secp256k1-node,26.8,3.7,29.5,57.3,21.6,3.0,0.0,33.9,26.3,46.9,26.2,36.0,29.9,0.2,53.9,14.625,24.8,29.325,30.0,24.650000000000002,309.0,267.0,D,D
facebook,draft-js,5.5,0.0,77.2,46.4,14.2,0.0,0.0,62.8,91.9,92.7,39.6,26.9,77.5,1.1,79.0,19.25,38.1,32.275,46.125,32.550000000000004,597.0,660.0,C,B
jrburke,r.js,16.1,0.0,75.2,76.5,14.3,0.0,0.0,46.1,60.7,74.7,4.7,44.2,18.2,0.0,36.6,15.100000000000001,27.8,41.95,24.75,27.26666666666667,423.0,366.5,C,D
