owner,repo,maintenance,issues_maintenance,code_maintenance,community_documentation,maintainer_history,contribution,contributor_participation,code_contribution,contributor_growth,usage_popularity,stars_and_watches,forks,downstream_dependents,project_maturity,code_quality,dependencies_health,testing_quality,review_coverage,community_activity_and_integrity,trustee_avg,popularity_component,community_activity_and_integrity_component,maintenance_and_goodwill_component,code_quality_component,component_avg,component_rank,component_rank_grade,trustee_rank,trustee_rank_grade,component_zscore,component_z_grade,trustee_zscore,trustee_z_grade
inikulin,parse5,32.7,32.3,31.9,23.5,42.9,30.1,26.8,41.6,22.0,66.5,65.6,57.3,89.3,53.6,51.1,70.5,32.8,50.0,51.0,45.1,70.76666666666667,40.29166666666667,32.65,51.725,41.55555555555555,814.0,A,823.0,A,1.0021931771556019,B,1.041401294248585,B
zloirock,core-js,38.8,24.5,29.6,78.3,22.8,35.1,35.4,39.0,31.0,82.7,92.4,87.2,91.3,60.0,53.4,78.9,38.1,43.2,71.6,52.5,90.30000000000001,48.925000000000004,38.800000000000004,55.050000000000004,47.59166666666667,916.0,A,936.5,A,1.526387736826726,A,1.629408953199098,A
follow-redirects,follow-redirects,32.2,24.9,14.5,40.6,48.7,21.4,26.9,21.1,16.2,57.1,34.0,47.8,92.5,54.0,44.2,74.8,17.2,40.7,34.4,38.7,58.06666666666666,30.566666666666666,32.175,46.675,36.47222222222222,696.0,B,684.0,B,0.5607407868205097,B,0.5328541297508442,B
sindresorhus,object-assign,30.2,0.0,0.1,44.3,76.4,4.2,11.1,0.3,1.3,52.3,44.9,36.4,98.8,29.3,25.8,46.1,2.2,28.9,28.5,28.1,60.0,18.174999999999997,30.200000000000003,26.625,25.0,367.5,D,406.5,C,-0.43554247661333306,C,-0.3094271114485394,C
eemeli,yaml,32.3,21.4,23.7,46.8,37.2,25.0,31.5,21.9,21.7,50.8,47.6,40.1,88.1,27.5,39.9,55.2,28.1,36.4,37.6,37.0,58.46666666666666,33.391666666666666,32.275,36.8,34.15555555555555,648.0,B,653.0,B,0.35955428761861474,C,0.3977712891811315,C
kpdecker,jsdiff,50.0,32.0,27.2,66.2,74.5,30.6,20.6,37.0,34.1,48.4,75.0,70.0,3.4,45.1,47.3,57.5,19.2,65.2,58.5,44.1,49.300000000000004,35.25,49.975,46.75,43.99166666666667,851.0,A,808.5,A,1.2137526013762998,B,0.961940799795813,B
beatgammit,base64-js,22.6,1.6,0.0,14.6,74.3,0.4,1.2,0.0,0.0,60.7,42.9,67.7,90.8,41.5,28.6,35.5,0.0,50.4,37.0,28.1,67.10000000000001,17.075000000000003,22.625,31.85,23.850000000000005,314.0,D,406.5,C,-0.5354120337711077,D,-0.3094271114485394,C
expressjs,body-parser,33.5,20.8,2.7,53.0,57.5,1.6,4.5,0.5,0.0,73.2,70.8,75.3,95.8,50.8,33.3,38.8,10.1,51.2,49.2,35.4,80.63333333333333,21.40833333333333,33.5,37.724999999999994,30.877777777777776,575.0,C,616.0,B,0.07490192663751705,C,0.27063449805669615,C
raszi,node-tmp,26.8,1.7,7.5,40.5,57.4,4.6,1.8,10.7,1.4,31.3,39.5,39.3,3.5,42.8,36.4,40.4,9.2,59.5,27.8,24.8,27.099999999999998,10.249999999999998,26.775,37.975,25.0,367.5,D,292.0,D,-0.43554247661333306,C,-0.5716467431426872,D
motdotla,dotenv,56.0,39.0,31.6,78.6,74.7,30.7,25.9,32.0,34.2,71.9,88.4,77.8,90.4,31.1,60.4,79.0,32.5,69.7,65.6,54.8,85.53333333333335,44.40833333333333,55.974999999999994,53.074999999999996,51.15277777777777,971.0,A,973.5,A,1.835645640875681,A,1.8121680904404733,A
sindresorhus,open,37.7,16.3,12.5,45.4,76.5,20.0,19.4,18.9,21.8,62.6,63.1,55.0,88.0,44.4,38.3,34.1,21.1,59.6,46.0,39.7,68.63333333333334,32.18333333333334,37.675,39.800000000000004,36.55277777777778,698.0,B,713.0,B,0.5677364804378418,B,0.6123146242036163,B
sindresorhus,read-pkg-up,36.7,21.5,3.9,44.8,76.7,3.7,2.0,7.7,1.5,22.9,23.2,16.4,28.3,23.9,20.3,16.8,5.8,38.2,14.4,20.9,22.633333333333336,8.458333333333334,36.725,21.174999999999997,22.119444444444444,251.5,D,184.0,F,-0.6856988311365523,D,-0.8815426715084982,D
ljharb,object.assign,26.7,20.1,3.8,34.5,48.2,6.8,4.3,7.7,8.4,37.7,15.5,15.8,92.7,26.7,21.6,41.9,13.1,9.8,12.7,23.2,41.199999999999996,15.399999999999999,26.65,22.875,21.641666666666666,239.0,D,244.5,D,-0.7271905312117631,D,-0.6987835342671225,D
browserify,node-util,27.3,11.1,0.0,33.8,64.2,1.6,4.7,0.0,0.0,24.5,22.5,36.8,2.5,36.0,16.0,13.9,0.0,34.2,20.3,17.3,22.766666666666666,6.866666666666666,27.275,21.025,18.38888888888889,145.0,F,131.0,F,-1.0096718148633441,D,-1.1676004515384775,D
pillarjs,finalhandler,24.4,0.0,5.6,39.2,52.9,2.4,0.4,7.0,0.0,46.0,21.1,26.7,96.5,39.8,19.3,46.3,0.7,10.8,16.7,23.0,48.06666666666666,13.866666666666665,24.425,24.4,20.897222222222222,205.0,D,240.0,D,-0.791840389468487,D,-0.7146756331576769,D
Gozala,events,27.2,0.0,0.0,32.2,76.5,0.2,0.4,0.1,0.0,61.5,51.5,52.1,92.1,50.5,31.7,38.4,0.0,56.7,34.6,30.1,65.16666666666667,16.416666666666668,27.175,36.4,26.66388888888889,426.5,C,476.5,C,-0.291045218793267,C,-0.15050612254299536,C
sindresorhus,figures,34.1,0.0,9.0,51.3,76.2,12.3,5.5,16.3,15.1,41.6,36.1,16.1,82.9,31.2,34.8,35.7,17.4,51.4,21.5,30.7,44.96666666666667,20.466666666666665,34.125,33.925,29.505555555555556,537.0,C,493.5,C,-0.04426609567151868,C,-0.1028298258713323,C
sindresorhus,decamelize,29.3,0.0,0.0,40.9,76.2,0.2,0.5,0.0,0.0,39.1,22.2,18.1,88.8,27.3,29.7,39.0,0.0,50.1,13.5,24.6,42.93333333333334,10.858333333333334,29.275,29.099999999999998,23.07777777777778,285.0,D,285.5,D,-0.6024742001717395,D,-0.5875388420332415,D
TehShrike,deepmerge,23.4,0.2,0.0,35.4,58.2,2.5,7.5,0.0,0.0,61.2,61.3,56.1,86.7,40.7,39.3,67.3,0.0,50.7,40.0,31.6,67.96666666666667,18.866666666666667,23.450000000000003,39.675,27.33055555555556,454.0,C,535.0,C,-0.23314982333948428,C,-0.031315380863837304,C
ai,nanoid,32.0,22.9,18.4,38.0,48.9,28.7,24.2,29.8,32.1,66.6,92.0,75.9,90.5,8.0,50.2,54.3,28.6,67.8,65.5,44.4,86.16666666666667,43.06666666666666,32.05,39.675,38.263888888888886,739.0,B,812.5,A,0.7163346621025503,B,0.9857789481316445,B
isaacs,sax-js,43.7,7.5,18.8,62.3,86.2,18.9,13.4,21.8,21.5,43.6,47.1,64.5,13.8,48.9,37.7,50.1,14.9,48.1,43.5,36.0,41.833333333333336,24.633333333333336,43.7,40.5,36.27777777777778,689.0,B,628.5,B,0.5438546298131566,B,0.3183107947283595,C
doowb,ansi-colors,31.3,0.0,0.0,43.9,81.4,0.2,0.6,0.0,0.0,36.9,29.8,20.2,85.1,12.6,28.4,40.4,0.0,44.9,16.7,24.2,44.96666666666666,11.391666666666666,31.325000000000003,24.474999999999998,22.397222222222222,263.0,D,270.5,D,-0.6615757496974761,D,-0.6193230398143504,D
prettier,prettier,37.6,27.3,31.3,69.4,22.2,42.1,35.3,47.8,43.1,76.4,97.3,95.2,79.4,33.8,65.3,80.1,46.2,69.7,78.2,55.3,90.63333333333333,54.208333333333336,37.55,57.45,49.73611111111111,951.0,A,977.5,A,1.712617925536393,A,1.8518983376668594,A
grncdr,merge-stream,26.0,0.0,0.0,26.4,77.4,0.9,2.8,0.0,0.0,39.6,21.2,13.9,91.7,31.8,27.0,35.1,0.0,45.8,12.0,23.4,42.2,11.25,25.950000000000003,28.175,21.791666666666668,243.5,D,248.5,D,-0.7141640672346619,D,-0.6828914353765682,D
estools,escodegen,23.6,25.7,0.0,14.7,54.1,3.0,9.1,0.0,0.0,62.9,61.0,64.3,86.5,39.8,27.8,38.6,0.0,44.8,42.8,29.3,70.56666666666666,19.916666666666664,23.625,30.8,24.780555555555555,357.0,D,441.5,C,-0.4545997109502032,C,-0.21407451810521302,C
webpack,webpack-sources,24.2,0.0,7.2,30.9,58.7,9.3,7.9,4.9,15.2,44.6,23.3,33.0,91.0,31.1,41.2,75.3,11.3,37.2,21.9,29.8,49.03333333333333,19.258333333333333,24.200000000000003,38.725,27.394444444444446,457.0,C,463.5,C,-0.22760151460849698,C,-0.174344270878827,C
pillarjs,send,24.1,0.0,0.0,43.6,52.8,1.0,2.9,0.2,0.0,57.7,40.9,55.2,96.8,38.0,30.8,45.8,1.2,45.3,32.4,28.4,64.2,16.825000000000003,24.1,32.575,24.5,347.0,D,417.0,C,-0.47896402320367,C,-0.28558896311270804,C
webpack-contrib,terser-webpack-plugin,42.7,33.0,24.5,51.0,62.5,21.7,18.4,24.7,21.9,55.8,57.0,50.5,89.0,26.8,49.8,61.9,25.8,61.9,43.1,42.5,65.43333333333334,32.608333333333334,42.75,44.1,39.81944444444445,779.0,B,768.0,B,0.8514239181613772,B,0.8348040086713777,B
rvagg,through2,20.6,0.0,0.0,26.3,56.2,1.0,3.0,0.0,0.0,54.1,56.4,44.9,84.5,30.6,25.9,40.6,0.0,37.2,34.1,25.4,61.9,16.225,20.625,27.1,21.316666666666666,219.0,D,312.5,D,-0.7554145364954821,D,-0.5239704464710241,D
jshttp,accepts,19.2,0.3,0.0,19.1,57.3,2.0,5.9,0.0,0.0,47.3,23.1,25.2,97.3,43.6,25.8,44.6,0.0,32.6,16.8,23.6,48.46666666666667,13.591666666666667,19.175,30.200000000000003,20.98888888888889,208.0,D,254.5,D,-0.7838797725935918,D,-0.6669993364860135,D
sindresorhus,log-symbols,30.7,0.0,4.4,42.8,75.5,9.6,9.5,4.0,15.3,42.5,39.3,21.1,80.0,29.6,25.0,34.3,10.4,30.2,23.3,26.9,46.666666666666664,18.866666666666667,30.674999999999997,26.125,25.222222222222218,380.0,D,367.5,D,-0.4162440114620725,C,-0.4047797047918661,C
rvagg,bl,30.6,0.0,23.8,42.3,56.2,19.8,11.7,26.0,21.6,47.9,30.2,34.2,78.9,48.2,38.7,33.6,20.8,61.7,28.1,34.2,47.73333333333334,26.75833333333334,30.575,41.075,32.802777777777784,617.0,B,591.5,C,0.24207488101031507,C,0.17528190471337007,C
expressjs,serve-static,26.4,10.7,0.0,37.1,57.7,4.0,10.6,1.4,0.0,63.2,51.8,56.8,96.7,47.6,20.9,44.7,0.0,18.1,37.5,28.6,68.36666666666667,20.09166666666667,26.375,27.6,24.688888888888886,354.0,D,422.5,C,-0.4625603278250985,C,-0.2696968642221534,C
component,escape-html,27.2,0.0,0.0,20.2,88.6,1.5,4.5,0.0,0.0,51.5,31.3,40.2,97.7,37.0,25.5,48.4,0.0,28.0,24.3,26.4,56.366666666666674,15.216666666666669,27.2,28.35,23.588888888888892,304.0,D,353.0,D,-0.5580877303238393,D,-0.4445099520182521,C
indutny,node-ip,24.7,8.5,0.0,17.1,73.3,5.6,10.7,6.0,0.0,37.0,52.6,54.5,3.8,37.0,28.9,34.1,3.1,49.6,37.6,24.1,36.9,13.399999999999999,24.725,30.95,23.025000000000002,283.0,D,266.0,D,-0.6070575856451639,D,-0.6272690892596275,D
jshttp,content-type,20.0,0.0,0.0,22.9,57.2,1.5,4.6,0.0,0.0,38.8,16.9,17.4,95.1,25.7,17.6,40.9,0.0,11.9,11.9,19.5,43.166666666666664,11.941666666666666,20.025,19.625,17.197222222222223,128.0,F,154.0,F,-1.1131598342369806,D,-0.992787363742379,D
npm,nopt,41.9,0.0,24.3,81.9,61.5,17.8,9.8,28.1,15.4,49.1,34.4,26.0,85.9,49.9,36.5,36.7,26.6,46.0,26.1,36.3,48.73333333333333,25.508333333333333,41.925,39.800000000000004,35.74444444444445,672.0,B,638.5,B,0.4975383134501306,C,0.3421489430641909,C
expressjs,express,42.6,27.0,29.8,56.0,57.5,26.2,27.9,26.4,24.3,92.7,98.4,98.2,97.2,77.1,49.6,46.9,28.8,73.2,74.3,52.8,97.93333333333334,44.13333333333334,42.575,56.5,47.736111111111114,921.0,A,945.5,A,1.5389317391750457,A,1.6532471015349293,A
jshttp,methods,18.4,0.0,0.0,16.2,57.2,1.4,4.2,0.0,0.0,42.3,19.6,21.0,94.8,33.9,26.1,47.2,0.0,31.1,14.0,22.0,45.0,12.3,18.35,28.050000000000004,19.566666666666666,172.0,F,215.5,D,-0.9073899495616615,D,-0.7941361276104489,D
jaredhanson,utils-merge,33.6,0.0,0.0,50.2,84.4,1.4,4.2,0.0,0.0,39.1,13.7,15.3,96.6,30.9,16.9,45.2,0.0,5.5,10.1,22.8,41.8,11.5,33.650000000000006,20.4,21.850000000000005,248.0,D,236.5,D,-0.7090982201324555,D,-0.7305677320482312,D
sindresorhus,normalize-url,36.1,22.9,4.1,42.0,75.5,12.5,14.7,9.8,12.9,52.9,42.3,44.6,90.6,34.0,36.2,39.5,11.1,58.1,33.1,34.4,59.1,24.125000000000004,36.125,35.675,31.974999999999998,598.0,C,600.5,B,0.17018809832186757,C,0.19117400360392414,C
jshttp,fresh,20.3,0.0,0.0,24.3,57.0,1.4,4.3,0.0,0.0,43.4,18.4,19.9,97.0,38.4,31.4,43.5,10.7,40.0,13.2,24.1,45.06666666666666,12.341666666666665,20.325,33.15,21.938888888888886,249.0,D,266.0,D,-0.7013788340719518,D,-0.6272690892596275,D
pvorb,node-clone,32.7,0.5,0.0,51.6,78.8,1.9,5.8,0.0,0.0,53.2,40.7,46.7,82.5,42.8,29.6,33.3,0.0,55.6,29.8,29.4,56.56666666666666,15.591666666666665,32.725,32.925,27.080555555555552,444.0,C,444.0,C,-0.2548605966346534,C,-0.206128468659936,C
SBoudrias,Inquirer.js,46.8,24.5,28.2,82.1,52.2,38.5,39.0,39.3,37.3,78.2,89.0,83.4,81.1,59.2,45.9,51.1,39.7,46.9,70.3,52.4,84.5,50.025000000000006,46.75,49.224999999999994,48.666666666666664,938.0,A,933.0,A,1.6197440619959502,A,1.6214629037538206,A
jshttp,etag,18.9,0.0,0.0,18.7,56.7,3.7,11.2,0.0,0.0,43.9,22.7,21.9,97.4,33.5,19.4,49.6,0.0,8.5,16.1,21.5,47.23333333333333,14.60833333333333,18.85,22.9,18.786111111111108,159.0,F,205.0,D,-0.9751758084054656,D,-0.8338663748368349,D
dominictarr,through,28.1,0.0,0.0,21.3,91.2,3.7,11.2,0.0,0.0,48.2,38.0,31.0,85.7,38.0,21.7,33.1,0.0,31.9,24.2,25.4,51.46666666666667,15.666666666666668,28.125,25.75,23.180555555555557,290.0,D,312.5,D,-0.5935486600392813,D,-0.5239704464710241,D
pillarjs,parseurl,17.9,0.0,0.0,18.9,52.7,3.7,11.2,0.0,0.0,40.0,19.9,17.9,97.1,25.1,22.8,42.8,8.4,17.2,13.8,21.1,44.86666666666667,14.016666666666666,17.9,23.375,18.430555555555554,146.0,F,191.0,F,-1.0060533526474829,D,-0.8656505726179436,D
Raynos,xtend,28.2,0.0,0.0,24.1,88.8,6.0,18.1,0.0,0.0,44.9,25.3,23.4,92.4,38.6,27.1,35.4,0.0,45.8,18.2,26.6,46.96666666666667,16.266666666666666,28.225,29.949999999999996,24.813888888888886,360.0,D,357.5,D,-0.45170494117751425,C,-0.42861785312769746,C
petkaantonov,bluebird,35.2,27.4,0.0,51.2,62.1,5.2,15.5,0.0,0.0,82.1,90.0,91.6,91.1,55.8,47.5,86.3,0.0,56.2,62.3,42.5,90.89999999999999,26.599999999999998,35.175,49.575,37.11666666666667,711.0,B,768.0,B,0.6167063357591663,B,0.8348040086713777,B
jshttp,type-is,21.2,0.5,0.0,27.7,56.4,4.7,12.7,1.4,0.0,45.4,21.9,20.9,95.0,43.6,28.6,45.5,0.0,40.2,15.8,25.0,45.800000000000004,14.975000000000001,21.15,32.325,22.816666666666666,275.5,D,297.5,D,-0.6251498967244712,D,-0.5557546442521328,D
jestjs,jest,41.6,37.6,27.0,92.5,9.4,49.1,58.4,45.4,43.5,84.0,96.8,96.6,85.8,56.8,58.7,42.4,46.1,87.7,80.8,58.4,93.06666666666666,60.09166666666667,41.625,58.25,53.32222222222222,993.0,A,996.0,A,2.0240469069148657,A,2.098225870470453,A
webpack,webpack,53.4,44.1,32.2,78.8,58.4,47.5,57.3,44.6,40.7,89.4,98.5,97.2,91.8,70.0,62.1,76.9,42.5,67.1,81.1,63.1,95.83333333333333,59.608333333333334,53.37500000000001,64.125,59.03611111111112,999.0,A,999.0,A,2.520258692116662,A,2.4716901943984815,A
sindresorhus,arrify,27.7,0.0,0.0,35.3,75.5,8.6,25.9,0.0,0.0,34.8,17.2,18.2,80.9,22.8,25.2,39.7,0.0,36.0,14.7,24.1,38.800000000000004,16.175,27.7,24.625,22.833333333333332,277.0,D,266.0,D,-0.6237025118381266,D,-0.6272690892596275,D
fb55,htmlparser2,41.6,38.8,29.8,42.2,55.5,36.6,41.7,43.6,24.4,70.0,67.7,68.2,88.4,55.7,44.8,55.1,34.5,44.6,57.5,48.2,74.76666666666667,46.11666666666667,41.575,47.474999999999994,45.05555555555555,866.0,A,867.0,A,1.3061440032879605,B,1.2877288270521785,B
justmoon,node-extend,31.5,14.8,0.5,31.4,79.3,11.3,29.3,0.9,3.7,30.5,27.4,33.5,21.9,39.3,19.5,18.6,6.9,33.0,24.1,23.2,27.53333333333333,15.358333333333334,31.5,24.45,23.769444444444446,309.0,D,244.5,D,-0.54240772738844,D,-0.6987835342671225,D
typescript-eslint,typescript-eslint,32.2,30.1,29.4,64.7,4.5,51.9,64.0,47.8,43.9,73.8,85.3,92.3,86.1,31.4,65.4,82.0,47.2,67.2,76.5,55.8,87.89999999999999,60.9,32.175000000000004,56.949999999999996,50.00833333333333,956.0,A,982.0,A,1.7362585453466879,A,1.8916285848932455,A
jonschlinkert,word-wrap,40.9,23.9,17.2,41.2,81.1,25.5,41.9,21.7,13.0,40.3,19.7,25.7,86.9,28.8,28.4,40.9,8.3,35.9,23.6,33.8,44.06666666666666,30.166666666666664,40.849999999999994,28.474999999999998,33.163888888888884,624.0,B,582.0,C,0.27343488688111306,C,0.14349770693226083,C
primus,eventemitter3,27.9,32.3,7.3,18.5,53.3,18.3,40.4,10.8,3.8,64.1,63.8,56.6,91.4,44.8,35.3,41.2,6.2,58.4,46.2,36.4,70.53333333333335,31.383333333333336,27.849999999999998,37.65,32.294444444444444,604.0,B,640.5,B,0.19792964197680524,C,0.3500949925094682,C
isaacs,node-tar,39.1,13.3,4.6,51.9,86.7,18.0,43.3,6.9,3.9,37.7,41.3,51.3,11.0,47.1,24.1,17.4,18.2,36.5,36.9,29.7,35.13333333333333,22.308333333333334,39.125,29.799999999999997,30.41111111111111,565.0,C,457.5,C,0.03437514981986935,C,-0.18229032032410433,C
oozcitak,xmlbuilder-js,14.4,0.0,0.0,26.0,31.8,10.9,32.7,0.0,0.0,54.8,44.7,42.0,75.5,57.1,34.1,69.1,0.0,33.2,32.5,28.6,54.0,21.675,14.45,39.85,25.325,386.0,D,422.5,C,-0.4073184713296141,C,-0.2696968642221534,C
nodeca,pako,23.4,17.5,0.0,18.8,57.1,13.5,40.4,0.0,0.0,64.7,70.5,76.8,84.9,26.6,28.7,46.7,11.2,28.4,53.6,32.6,77.4,29.450000000000003,23.35,28.225,27.008333333333336,439.0,C,553.5,C,-0.2611325978088126,C,0.048145113588934724,C
npm,npmlog,44.5,0.0,24.3,92.4,61.1,25.7,36.7,28.1,12.2,46.4,30.8,30.7,81.4,42.9,39.0,36.6,24.1,56.2,29.1,38.9,47.53333333333334,31.133333333333336,44.45,39.95,38.51111111111111,745.0,B,690.5,B,0.7378042045833284,B,0.5487462286413983,B
zertosh,loose-envify,17.1,0.0,0.0,22.8,45.6,10.9,32.6,0.0,0.0,37.4,24.1,18.3,92.9,14.2,15.9,40.9,0.0,6.9,17.8,20.3,45.03333333333334,19.408333333333335,17.1,15.5,17.336111111111112,129.0,F,169.5,F,-1.1010982935174425,D,-0.9292189681801613,D
isaacs,json-stringify-safe,27.0,0.0,0.0,21.3,86.6,11.0,33.0,0.0,0.0,45.2,34.7,27.5,84.7,33.8,19.4,41.5,0.0,16.9,24.4,25.6,48.866666666666674,20.46666666666667,26.974999999999998,23.049999999999997,23.49722222222222,299.0,D,319.0,D,-0.5660483471987349,D,-0.5080783475804694,D
facebook,prop-types,37.6,22.6,3.7,77.7,46.3,18.2,41.8,8.4,4.5,57.7,68.1,65.9,89.9,6.9,51.5,81.2,8.5,64.9,50.7,41.3,74.63333333333334,32.333333333333336,37.575,40.37500000000001,36.76111111111111,701.0,B,747.0,B,0.5858287915171491,B,0.739451415328051,B
crypto-browserify,randombytes,4.9,0.6,0.5,18.5,0.0,12.4,31.6,0.9,4.6,38.1,14.8,26.2,92.3,18.9,25.8,38.1,2.3,36.9,17.8,20.3,44.29999999999999,20.349999999999994,4.9,24.049999999999997,16.43333333333333,118.0,F,169.5,F,-1.1794983081944401,D,-0.9292189681801613,D
maxogden,concat-stream,8.2,0.0,0.0,32.7,0.0,10.3,31.0,0.0,0.0,48.2,35.9,33.2,86.2,37.4,27.1,37.8,0.0,43.4,26.5,23.4,51.73333333333333,20.68333333333333,8.175,29.65,19.502777777777776,169.0,F,248.5,D,-0.9129382582926491,D,-0.6828914353765682,D
terkelg,prompts,29.1,25.6,8.2,53.3,29.1,27.7,47.1,15.8,20.1,60.6,77.5,61.8,84.8,18.4,46.7,60.1,15.2,64.8,55.7,41.0,74.7,39.425,29.050000000000004,39.625,36.03333333333333,684.0,B,743.0,B,0.5226263181467693,B,0.7156132669922196,B
sindresorhus,component-emitter,41.0,24.8,4.6,58.5,76.2,19.6,37.4,9.2,12.3,52.2,36.5,43.4,87.8,41.0,33.9,36.5,9.4,55.8,33.2,36.7,55.833333333333336,28.683333333333334,41.025,35.675,35.12777777777777,662.0,B,649.0,B,0.443985072655381,C,0.37393314084530016,C
jsdom,jsdom,35.6,21.4,29.0,54.5,37.6,39.2,56.2,34.9,26.5,83.0,89.3,87.4,85.3,69.8,54.5,61.2,30.6,71.8,72.0,53.1,87.33333333333333,51.233333333333334,35.625,58.349999999999994,48.40277777777777,936.0,A,949.5,A,1.5968271346288276,A,1.6770852498707614,A
mcavage,node-assert-plus,28.3,1.9,0.0,45.2,66.2,11.2,33.7,0.0,0.0,39.0,16.5,17.0,84.3,38.1,25.8,33.4,0.0,44.1,14.9,26.1,39.166666666666664,18.21666666666667,28.325000000000003,28.9,25.147222222222222,378.0,D,336.5,D,-0.4227572434506227,C,-0.4683481003540835,C
Marak,colors.js,29.9,7.7,0.0,45.0,66.9,12.9,38.8,0.0,0.0,48.5,70.1,69.0,6.8,48.0,36.1,44.4,0.0,64.0,50.7,31.9,48.599999999999994,21.849999999999998,29.900000000000002,39.1,30.28333333333333,561.0,C,540.5,C,0.02327853235789415,C,-0.007477232528005924,C
tj,co,32.3,2.0,0.0,44.1,83.3,11.8,35.4,0.0,0.0,70.3,81.8,79.2,88.5,31.8,35.9,42.3,0.0,65.3,57.6,37.6,83.16666666666667,29.641666666666666,32.35,34.85,32.28055555555556,603.0,B,664.0,B,0.1967234879048517,C,0.44544758585279487,C
facebook,react,45.9,28.3,32.1,76.5,46.8,51.4,65.2,46.8,42.1,87.5,99.9,99.8,93.1,57.2,77.5,97.3,45.2,89.9,83.7,65.6,97.59999999999998,62.92499999999999,45.925,72.39999999999999,60.416666666666664,1000.0,A,1000.0,A,2.640150406868869,A,2.670341430530411,A
moment,moment,38.1,43.7,30.6,30.6,47.5,32.4,52.3,32.5,12.4,79.1,97.2,96.8,77.1,45.4,55.5,64.7,12.5,89.4,75.5,51.3,90.36666666666667,46.89166666666667,38.1,53.00000000000001,45.99722222222223,887.5,A,920.5,A,1.3879212493664295,B,1.5340563598557713,A
dchest,tweetnacl-js,36.2,19.9,1.4,46.2,77.4,16.0,40.5,2.7,4.7,47.6,54.6,65.5,27.6,42.9,23.1,52.0,2.4,15.1,45.4,30.7,49.199999999999996,24.275000000000002,36.225,28.1,29.53333333333333,538.0,C,493.5,C,-0.04185378752761131,C,-0.1028298258713323,C
webpack-contrib,css-loader,46.9,42.7,27.6,55.5,61.8,40.7,56.1,31.2,34.7,73.7,67.9,73.5,89.5,63.7,53.1,76.7,33.8,48.9,60.7,53.6,76.96666666666667,49.741666666666674,46.900000000000006,55.77499999999999,50.805555555555564,968.0,A,959.0,A,1.8054917890768372,A,1.7168154970971474,A
inspect-js,node-deep-equal,23.5,15.7,7.2,39.1,31.8,20.5,41.2,15.6,4.8,54.0,40.1,48.0,87.5,40.4,32.2,41.5,17.3,37.8,36.2,32.5,58.46666666666667,30.016666666666666,23.45,34.25,29.23888888888889,530.0,C,551.0,C,-0.06742425385303165,C,0.040199064143657405,C
sindresorhus,file-type,52.8,26.8,25.6,81.8,77.2,36.4,56.0,22.4,30.9,61.7,65.0,64.6,69.2,47.9,39.8,33.0,29.4,57.0,55.3,47.7,66.26666666666667,43.891666666666666,52.849999999999994,41.825,46.18888888888889,891.0,A,860.0,A,1.4045661755593917,B,1.2479985798257924,B
defunctzombie,node-url,34.1,23.4,2.8,27.4,82.6,16.7,39.8,5.5,4.9,25.9,28.5,40.5,8.8,25.9,18.5,18.5,12.9,24.2,28.6,23.8,23.066666666666666,18.316666666666666,34.05,20.375,24.24722222222222,334.0,D,257.0,D,-0.5009160273132295,D,-0.6511072375954592,D
joyent,node-verror,24.2,0.0,0.0,66.8,30.0,10.5,31.4,0.0,0.0,51.0,49.1,31.8,84.0,39.2,17.9,35.7,0.0,18.0,30.5,25.9,54.93333333333334,21.583333333333336,24.2,23.225,23.002777777777776,281.0,D,326.5,D,-0.6089874321602903,D,-0.48424019924463807,C
import-js,eslint-plugin-import,37.2,26.0,24.3,85.5,12.9,44.4,60.8,36.5,35.9,70.9,70.3,86.7,87.1,39.4,58.3,53.7,40.3,80.8,67.1,52.7,81.36666666666666,53.641666666666666,37.175000000000004,53.550000000000004,48.12222222222223,929.5,A,942.5,A,1.5724628223753616,A,1.6453010520896527,A
nodejs,-1,31.6,2.9,7.1,60.3,56.0,23.4,42.8,15.7,11.6,62.6,64.0,70.3,85.2,30.8,43.1,44.7,5.8,78.8,52.6,40.1,73.13333333333333,35.80833333333333,31.575,40.025000000000006,35.80277777777778,674.0,B,725.0,B,0.5026041605523363,B,0.6440988219847249,B
shtylman,node-process,6.2,2.0,0.0,22.6,0.0,12.6,37.9,0.0,0.0,23.4,16.0,30.9,8.7,38.0,20.9,16.5,0.0,46.3,19.8,15.8,18.566666666666666,14.116666666666667,6.15,25.2,15.155555555555557,101.0,F,108.5,F,-1.2904644828141898,D,-1.2867911932176355,D
digitalbazaar,forge,36.5,32.8,0.0,59.0,54.2,18.7,45.4,10.6,0.0,50.3,69.4,76.1,8.0,47.7,28.2,22.3,0.6,61.8,54.7,33.4,48.53333333333333,26.133333333333333,36.5,33.099999999999994,31.911111111111108,596.0,C,571.5,C,0.16463978959087996,C,0.11171350915115212,C
sindresorhus,got,45.5,30.2,21.2,55.0,75.4,33.1,53.7,21.9,23.7,73.7,84.8,80.2,78.2,51.4,50.4,42.1,24.6,84.4,66.0,50.6,81.06666666666666,45.09166666666667,45.45,50.625,47.055555555555564,907.0,A,911.5,A,1.4798301896493098,B,1.4784340137388312,B
