owner,repo,maintenance,issues_maintenance,code_maintenance,community_documentation,maintainer_history,contribution,contributor_participation,code_contribution,contributor_growth,popularity,stars_and_watches,forks,downstream_dependents,project_maturity,code_quality,dependencies_health,testing_quality,review_coverage,community_activity_and_integrity,avg_percentile
gruntjs,grunt,40.9,14.0,15.3,63.3,71.0,17.9,25.7,14.0,14.0,71.0,82.4,87.1,61.6,52.8,35.0,35.4,14.8,54.7,62.5,41.2
yeoman,generator,41.6,35.5,32.4,33.2,65.2,30.2,32.4,33.2,24.9,44.5,49.0,63.3,1.5,64.2,41.8,45.0,32.6,47.9,47.5,39.5
BrowserSync,browser-sync,35.9,25.3,28.6,57.5,32.0,23.1,28.1,22.9,18.2,67.7,82.3,75.8,64.6,47.9,46.0,79.0,23.1,35.8,60.4,43.1
facebook,flux,28.6,,,68.1,46.5,4.6,13.7,,,62.1,87.8,94.4,38.9,27.4,50.8,68.5,6.0,77.9,62.3,36.5
inversify,InversifyJS,41.4,30.7,21.8,81.2,32.0,34.2,37.7,28.9,36.0,49.6,80.5,74.9,1.6,41.2,50.3,41.2,29.4,80.5,63.2,43.9
mqttjs,MQTT.js,42.2,27.4,26.6,81.9,33.0,41.4,43.8,40.0,40.3,60.7,76.7,85.5,7.7,73.0,52.9,52.5,42.7,63.4,67.9,49.3
babel,eslint-plugin-babel,21.4,,,42.3,43.2,4.6,13.8,,,32.5,29.1,35.2,39.8,26.1,40.8,58.1,,64.4,23.0,24.8
electron,electron,46.1,30.8,31.5,81.8,40.4,44.8,42.5,48.1,43.7,77.7,99.4,98.4,48.9,64.1,55.4,60.7,46.5,58.9,80.9,56.0
mikeal,watch,30.2,2.6,,48.9,69.5,3.7,11.1,,,52.5,50.5,47.9,65.1,46.5,30.5,35.5,,56.1,34.0,29.2
TooTallNate,keypress,25.6,,,24.1,78.2,3.1,9.3,,,33.6,28.0,30.6,38.0,37.9,17.5,25.2,,27.2,20.6,19.9
hparra,gulp-rename,25.4,2.6,,38.4,60.7,3.7,11.2,,,41.1,38.3,35.1,62.2,28.9,34.5,41.3,,62.2,25.7,26.2
gulp-sourcemaps,gulp-sourcemaps,15.1,,,33.2,27.4,3.1,9.4,,,45.6,47.9,44.1,58.1,32.1,30.1,44.0,,46.4,31.7,23.5
apollographql,apollo-client,42.4,31.4,31.0,68.7,38.4,44.7,45.3,46.3,42.5,64.8,88.9,92.5,41.9,35.9,65.3,70.6,45.3,79.9,75.4,54.3
broccolijs,broccoli-funnel,19.1,,,31.2,45.2,4.9,13.5,1.2,,23.6,13.5,22.1,31.4,27.4,39.1,58.3,,59.1,13.5,21.7
patorjk,figlet.js,25.3,0.6,20.4,58.8,21.2,24.6,21.3,34.8,17.6,49.6,60.1,50.4,45.7,42.2,30.8,58.4,8.8,25.3,45.0,32.6
andyearnshaw,Intl.js,22.6,,,64.6,25.8,4.5,13.6,,,40.8,54.5,57.1,7.3,44.2,37.4,34.4,,77.8,38.7,26.3
koajs,static,34.0,,1.8,62.7,71.7,8.0,14.9,9.2,,33.0,48.3,43.2,10.8,29.9,25.6,24.1,,52.7,33.2,25.2
apache,echarts,49.0,19.5,27.7,85.6,63.0,43.2,47.2,41.2,41.3,75.3,97.8,98.6,46.2,58.8,64.4,66.1,42.6,84.3,79.9,58.0
pksunkara,inflect,22.8,,,64.0,27.4,4.4,13.3,,,35.4,22.1,33.1,45.9,40.4,15.0,28.1,,17.0,19.9,19.4
ericelliott,cuid,37.9,0.9,10.0,70.3,70.4,7.1,15.2,6.2,,48.0,64.4,46.1,42.5,39.2,44.3,69.4,,63.6,39.2,34.4
yeoman,environment,43.2,42.8,33.6,31.0,65.3,29.7,29.0,35.5,24.5,26.4,16.8,34.5,7.5,46.7,34.7,52.4,32.6,19.0,27.0,33.5
flatiron,nconf,32.3,19.5,13.2,35.6,60.8,11.4,16.5,14.2,3.5,54.5,67.1,59.4,38.5,53.0,36.8,35.2,8.7,66.4,46.0,33.7
kolodny,immutability-helper,31.2,0.9,,60.2,63.8,5.1,15.4,,,47.0,70.2,54.4,35.7,27.6,41.8,64.2,,61.1,43.2,31.3
josdejong,mathjs,46.1,28.9,33.1,87.1,35.4,38.3,40.9,38.4,35.7,59.4,84.9,83.2,35.4,33.9,53.9,58.1,38.7,64.9,68.8,49.4
broccolijs,broccoli-merge-trees,20.4,,,36.2,45.5,4.9,14.6,,,22.1,11.1,21.2,31.8,24.4,38.2,57.2,,57.5,12.4,21.4
flatiron,prompt,28.0,,,51.1,60.8,4.9,14.6,,,48.8,56.2,52.6,42.3,44.1,34.2,35.8,,66.9,37.9,29.0
jaredhanson,passport-oauth2,37.2,10.2,8.6,45.8,84.2,11.1,24.3,9.1,,43.6,36.2,64.7,43.5,30.1,28.5,50.9,,34.5,37.3,30.1
ForbesLindesay,sync-request,36.2,29.0,,50.7,65.1,6.9,20.6,,,28.9,26.3,25.8,41.8,21.6,18.5,38.3,,17.3,19.7,22.6
ljharb,tape,44.3,34.5,14.2,80.4,48.3,18.9,26.0,18.0,12.8,55.4,72.1,64.9,49.8,34.9,38.0,37.6,23.9,52.5,52.0,39.2
koajs,bodyparser,35.1,1.0,4.0,64.2,71.5,10.7,21.9,6.5,3.6,36.6,50.7,43.5,26.6,25.8,28.4,26.9,11.6,46.8,34.9,27.7
jashkenas,backbone,41.4,18.3,29.2,60.8,57.4,24.9,25.9,33.3,15.5,68.2,94.8,96.2,34.9,46.8,48.0,54.2,17.9,72.0,72.0,45.6
typicode,lowdb,43.1,31.5,29.5,68.9,42.6,19.6,29.6,20.9,8.5,66.2,90.3,79.7,53.3,41.7,29.8,44.2,13.6,31.6,63.2,39.7
ember-cli,ember-cli-htmlbars,39.7,33.9,25.6,37.8,61.5,27.9,29.1,27.1,27.4,30.4,14.4,31.9,33.9,41.4,47.1,62.7,27.0,51.4,24.7,36.2
mozilla,nunjucks,47.2,33.4,15.1,66.6,73.6,11.7,22.4,12.7,,62.8,77.3,73.1,45.3,55.4,35.8,39.3,4.0,64.2,54.0,39.4
jshint,jshint,40.6,39.2,,69.9,53.3,6.7,19.4,0.8,,70.5,78.2,87.7,49.3,66.7,45.8,69.3,,68.0,57.5,40.9
benjamn,install,27.4,,,37.0,72.7,4.4,13.2,,,26.1,12.9,16.6,40.8,34.0,19.3,51.2,,6.6,11.3,19.3
chenglou,react-motion,29.2,,1.9,54.8,60.0,5.5,13.2,3.3,,57.3,91.1,82.5,34.6,20.9,49.8,75.5,,73.9,59.7,35.4
ChainSafe,web3.js,45.3,35.9,29.1,72.7,43.4,42.3,44.0,42.9,40.1,64.7,88.5,95.9,25.0,49.4,58.8,61.9,43.7,70.8,75.6,52.8
adaltas,node-http-status,33.1,28.3,9.8,56.8,37.5,17.8,20.9,15.5,17.0,27.8,30.6,27.8,7.4,45.2,31.8,22.5,17.1,55.8,25.4,27.6
Medium,phantomjs,20.0,,,27.1,52.7,4.2,12.6,,,52.4,52.4,69.4,37.7,50.0,32.0,35.1,,60.8,42.0,27.1
webpack-contrib,extract-text-webpack-plugin,27.6,,,48.1,62.4,4.3,12.8,,,61.8,67.3,71.3,69.5,39.1,47.7,85.2,,58.0,47.6,35.4
jxson,front-matter,35.1,1.0,,58.0,81.5,7.0,17.5,3.6,,37.2,37.8,35.5,37.3,38.2,27.8,24.5,,59.0,26.8,26.8
reactstrap,reactstrap,38.3,24.5,30.3,81.9,16.3,31.7,35.1,28.6,31.4,62.0,80.2,84.3,50.9,32.8,59.6,78.0,35.5,65.5,65.4,47.9
babel,ember-cli-babel,33.1,23.1,23.4,42.4,43.3,29.6,29.6,31.8,27.3,34.3,18.3,44.3,34.0,40.8,53.5,60.3,27.9,72.2,30.7,37.6
twitter,hogan.js,32.6,,,69.2,61.3,4.3,12.9,,,54.8,70.0,69.7,35.9,43.5,28.1,26.8,3.4,54.2,48.0,30.0
klughammer,node-randomstring,22.5,,,40.1,49.8,4.3,13.0,,,36.1,34.3,35.6,33.7,40.8,21.3,22.5,,41.5,24.7,21.1
jquery,jquery-ui,39.7,23.4,16.3,57.8,61.3,24.4,33.7,18.2,21.4,66.4,81.3,96.1,35.2,52.9,37.8,26.1,20.2,67.2,67.3,42.1
imagemin,imagemin-pngquant,23.0,,1.0,34.3,56.8,5.8,13.0,4.5,,35.3,25.7,36.3,48.6,30.8,29.5,37.6,1.1,49.8,22.6,23.4
getsentry,raven-js,44.8,29.1,28.7,73.2,48.2,41.9,41.1,46.1,38.6,66.8,75.4,86.2,34.5,71.2,63.3,74.9,44.0,71.1,67.8,54.2
showdownjs,showdown,38.7,25.1,5.8,81.2,42.6,8.5,20.9,4.5,,69.5,84.7,87.0,35.0,71.3,36.5,55.6,11.3,42.5,60.1,38.3
angular,angular.js,31.2,,,60.1,64.7,3.3,9.9,,,63.4,98.0,99.3,6.9,49.2,36.1,59.6,,48.8,66.9,33.5
apocas,dockerode,44.3,35.6,20.8,63.9,56.8,19.4,27.8,13.5,16.8,54.8,67.6,68.9,32.0,50.9,41.7,31.3,20.6,73.2,52.0,40.0
dcodeIO,bytebuffer.js,18.2,,,27.5,45.3,3.3,9.9,,,33.9,38.9,50.3,6.7,39.7,14.2,12.9,,29.8,30.8,17.4
vuejs,vue-class-component,29.9,17.8,7.9,46.9,47.0,11.0,19.5,5.1,8.6,52.6,72.2,68.5,38.6,31.2,41.5,73.7,4.3,46.5,50.6,33.8
nickmerwin,node-coveralls,34.0,,,61.1,75.0,3.2,9.5,,,41.1,46.9,60.4,11.1,46.0,40.9,52.5,,70.2,36.8,29.8
hughsk,envify,31.4,1.9,,35.4,88.3,3.4,10.1,,,36.0,44.5,28.5,39.4,31.6,21.6,24.9,,39.8,25.5,23.1
olado,doT,30.0,9.5,5.0,53.6,51.9,6.0,13.2,4.7,,58.7,69.6,81.0,31.7,52.4,16.8,30.1,,20.2,52.2,27.9
tediousjs,node-mssql,38.6,27.3,31.4,69.9,25.8,34.7,34.3,40.2,29.6,47.6,59.0,69.3,8.1,54.1,46.0,42.3,31.8,64.0,54.3,41.7
tj,connect-redis,45.9,38.5,22.0,39.7,83.3,17.2,24.6,12.9,14.2,56.1,61.8,66.4,34.4,62.0,31.0,27.2,25.9,39.9,48.5,37.6
kaorun343,vue-property-decorator,27.3,26.1,,59.5,23.8,3.4,10.3,,,42.6,71.3,67.0,8.2,24.1,23.2,30.9,,38.8,47.2,24.2
contra,gulp-concat,9.2,,,31.6,5.2,3.2,9.7,,,43.5,41.0,44.8,57.1,31.1,32.2,37.6,,59.1,29.7,22.0
standard,standard,41.8,19.1,29.7,84.4,33.9,32.2,32.7,32.8,31.1,64.6,95.2,91.4,47.1,24.5,44.2,32.0,35.1,65.6,72.9,45.7
koajs,router,47.0,21.8,23.8,71.2,71.3,18.1,22.2,17.9,14.3,29.6,42.7,51.9,8.3,15.4,36.4,24.8,15.2,69.1,37.6,32.8
yuanchuan,node-watch,38.1,32.8,21.4,56.6,41.8,14.1,15.5,9.8,16.9,34.0,27.0,24.8,35.5,48.8,25.1,26.9,14.4,34.0,22.0,27.8
prettier,tslint-config-prettier,22.0,,,65.2,22.6,2.8,8.4,,,32.8,49.8,23.7,38.2,19.5,44.4,70.1,,63.0,25.4,25.5
rollup,rollup-plugin-node-resolve,23.7,,,57.6,37.0,2.8,8.4,,,34.0,32.6,39.2,46.8,17.2,39.2,69.4,,48.3,24.9,24.9
ethereumjs,ethereumjs-tx,24.1,,,57.7,38.9,2.8,8.5,,,42.6,40.8,60.1,44.1,25.3,36.9,42.1,,68.7,34.6,26.6
oblador,react-native-vector-icons,48.0,31.7,32.0,82.1,46.2,36.4,37.2,33.4,38.8,68.2,87.2,90.6,55.0,40.0,55.1,74.5,35.0,55.8,71.4,51.9
pvorb,node-sha1,29.2,,,38.1,78.7,2.8,8.5,,,28.6,15.2,14.4,40.5,44.1,14.6,33.7,,10.2,10.8,18.8
ianschmitz,jest-environment-jsdom-fourteen,15.2,,,38.4,22.3,2.9,8.6,,,22.5,10.8,10.7,63.4,5.2,17.2,49.3,,2.4,8.1,14.4
ant-design,babel-plugin-import,28.3,24.3,9.9,41.3,37.8,16.5,18.1,14.2,17.3,49.5,63.5,67.5,41.1,25.8,41.4,44.9,15.8,63.6,49.2,33.9
geowarin,friendly-errors-webpack-plugin,27.6,,,59.8,50.5,2.9,8.6,,,40.2,39.9,37.4,62.4,21.3,41.2,78.6,,45.0,26.7,28.0
vuejs,babel-helper-vue-jsx-merge-props,17.6,,,23.2,47.4,2.7,8.1,,,22.2,11.3,13.7,54.7,9.3,15.1,32.4,,12.9,9.2,14.4
jadejs,jade,19.3,22.0,,55.2,,6.2,18.7,,,74.7,90.9,89.4,55.9,62.6,45.7,71.6,2.6,62.8,62.2,36.5
terinjokes,gulp-uglify,24.8,,,45.4,54.0,2.7,8.2,,,50.2,49.5,51.0,60.1,40.2,22.4,47.5,,19.6,34.4,25.0
gruntjs,grunt-contrib-copy,30.2,,,49.8,71.2,2.7,8.2,,,45.6,39.2,54.0,52.8,36.4,30.5,37.2,,54.3,32.0,27.3
fluent-ffmpeg,node-fluent-ffmpeg,41.5,35.3,12.7,68.8,49.1,14.4,23.4,17.9,1.9,49.8,74.9,78.9,0.9,44.6,40.6,37.4,11.4,73.2,56.1,36.6
vpulim,node-soap,32.4,,10.3,83.4,36.0,7.3,8.3,13.5,,54.3,62.6,86.3,0.8,67.5,39.9,44.6,5.2,69.8,52.1,33.5
systemjs,systemjs,36.1,20.0,15.6,68.5,40.2,19.5,25.3,16.6,16.7,66.7,83.3,81.8,40.6,60.9,32.3,38.7,16.8,41.6,61.5,38.6
gruntjs,grunt-contrib-clean,30.5,,,50.6,71.3,3.9,8.4,3.2,,39.2,34.1,32.3,53.4,37.1,41.7,59.9,7.5,57.7,23.4,28.8
gruntjs,grunt-contrib-watch,31.4,1.3,,53.1,71.3,2.9,8.6,,,54.1,57.8,66.0,56.7,36.0,33.7,39.0,2.1,60.1,42.2,30.5
redux-utilities,redux-actions,23.6,17.5,,39.2,37.9,7.9,13.2,10.3,,51.1,73.6,62.3,35.3,33.2,43.8,56.3,5.7,69.5,47.9,31.6
tschaub,gh-pages,46.1,32.2,32.4,56.3,63.4,29.1,23.8,36.0,27.6,54.8,63.6,52.8,66.4,36.5,43.7,51.1,27.4,52.7,48.5,43.4
redux-form,redux-form,24.2,1.4,4.4,78.2,12.8,3.7,8.7,2.4,,63.2,83.1,87.5,38.3,43.8,50.0,74.2,,75.8,58.1,35.3
patrick-steele-idem,child-process-promise,27.4,,,39.8,69.7,2.7,8.0,,,26.4,22.9,20.5,32.1,30.2,21.0,41.6,,21.3,15.4,19.4
node-modules,urllib,40.5,35.2,15.5,53.6,57.9,27.3,25.6,30.7,25.7,43.5,39.1,42.4,31.2,61.3,36.6,34.7,31.5,43.8,36.3,37.0
bitcoinjs,bip39,27.4,18.8,2.6,49.7,38.5,11.0,13.8,4.8,14.4,45.3,46.3,68.4,41.5,25.0,41.0,51.5,10.7,60.7,41.9,31.2
discordjs,discord.js,34.5,30.2,27.2,62.4,18.0,44.2,44.4,45.6,42.6,70.6,93.0,94.8,51.1,43.6,57.0,68.2,45.5,57.3,77.3,51.6
ElemeFE,element,35.4,20.7,16.7,59.3,44.7,34.9,41.3,30.5,32.8,58.1,97.7,98.3,0.7,35.9,52.5,62.7,27.5,67.2,77.0,45.2
Level,level,39.6,16.3,20.8,77.0,44.2,16.5,21.5,13.4,14.5,47.4,53.2,43.3,41.0,52.2,33.7,28.1,13.9,59.2,37.7,34.3
gruntjs,grunt-contrib-uglify,30.1,,,49.3,71.1,6.0,12.7,5.3,,56.5,53.1,66.7,57.0,49.1,49.2,63.7,6.5,77.5,41.9,35.5
rollup,rollup-plugin-commonjs,19.7,,,42.5,36.5,4.2,12.7,,,34.2,33.9,44.5,44.9,13.5,40.2,70.8,,49.8,27.5,24.6
robrich,gulp-if,24.0,,,41.5,54.6,4.2,12.7,,,32.0,37.6,18.9,44.3,27.1,18.6,35.0,,20.9,20.2,19.7
grpc,grpc-node,37.0,24.5,28.0,71.5,24.2,38.6,36.4,42.8,36.7,44.0,67.8,72.6,0.5,35.1,38.1,29.0,34.5,50.9,59.7,39.4
aheckmann,gm,31.1,0.7,,53.0,70.7,4.7,13.8,0.3,,57.0,74.1,73.4,32.5,48.0,30.9,33.6,,59.0,50.7,30.9
DiegoRBaquero,node-os,17.0,,,28.0,40.0,3.3,9.8,,,16.4,9.7,9.9,36.0,10.1,11.5,31.9,,2.5,7.6,12.0
helloIAmPau,node-spinner,13.8,,,41.7,13.6,2.5,7.5,,,24.9,23.6,16.7,31.0,28.5,26.3,30.2,,48.8,14.3,16.9
Level,leveldown,24.2,,7.3,45.4,44.2,2.6,7.5,0.3,,46.6,40.3,53.4,36.5,56.4,33.5,42.0,5.3,53.2,32.1,26.8
lazd,gulp-replace,24.9,,,40.5,59.1,2.5,7.6,,,38.5,33.5,37.9,43.8,38.9,30.7,52.5,,39.7,24.6,24.2
karma-runner,karma-mocha,26.7,0.7,,41.8,64.3,2.7,8.0,,,36.9,28.8,39.6,43.0,36.4,46.5,72.2,7.4,60.0,23.7,28.2
sindresorhus,deep-assign,33.7,,,56.9,77.8,2.4,7.1,,,27.6,22.6,22.0,51.6,14.0,19.4,37.7,,20.6,15.7,20.8
Semantic-Org,Semantic-UI-React,43.7,30.4,15.8,64.7,63.9,29.4,34.3,26.8,27.2,63.2,83.7,95.1,42.7,31.1,54.2,79.6,27.4,55.8,69.4,47.6
reactjs,react-router-redux,17.9,,,38.3,33.1,4.2,12.5,,,48.0,76.2,73.6,16.2,26.1,45.7,68.4,,68.8,51.3,28.9
koajs,koa-body,41.3,0.8,19.9,73.1,71.3,8.0,17.3,4.6,2.0,39.1,45.1,44.7,37.4,29.1,39.5,53.5,3.2,61.8,32.6,32.0
bahamas10,node-clear,25.4,,,23.0,78.4,4.1,12.4,,,25.0,15.7,12.1,34.7,37.5,11.4,31.6,,2.5,10.6,16.5
babel,gulp-babel,24.6,,,55.6,43.0,4.1,12.4,,,42.6,51.2,46.4,46.5,26.2,40.6,66.0,,55.9,33.9,28.0
Trott,slug,42.6,28.7,24.6,55.3,62.0,23.7,21.5,30.5,19.1,20.3,25.4,20.4,33.1,2.2,40.7,48.7,28.0,45.2,23.2,31.8
elastic,elasticsearch-js-legacy,21.5,,,36.2,49.9,2.4,7.2,,,9.7,12.8,21.6,2.9,1.4,30.6,35.6,,56.2,12.3,16.0
enricomarino,is,34.0,,,58.6,77.2,2.4,7.2,,,32.1,20.0,19.4,47.0,42.0,19.7,40.5,,18.5,13.9,22.0
jgthms,bulma,42.3,29.1,31.9,65.7,42.5,30.9,31.9,31.4,29.5,65.5,97.4,94.9,45.4,24.4,44.8,66.3,27.8,40.2,74.4,45.9
koajs,mount,33.0,,,60.9,71.1,2.4,7.3,,,24.1,35.1,28.7,2.8,29.9,23.2,27.8,,41.8,22.1,20.7
gruntjs,grunt-contrib-concat,31.9,,9.7,46.8,71.1,9.8,12.2,2.7,14.6,46.4,41.8,52.2,52.9,38.6,42.5,61.4,9.8,56.2,34.6,32.6
aseemk,requireDir,25.4,,,38.5,63.0,2.3,6.8,,,27.7,33.3,29.2,2.7,45.5,19.3,30.0,,28.0,21.6,18.7
yeoman,yosay,27.0,,1.5,41.5,65.0,4.0,7.4,3.0,1.6,26.6,20.9,24.4,30.4,30.6,25.3,31.4,4.3,40.1,16.4,20.7
felixge,node-require-all,29.1,,,37.6,78.8,2.3,6.9,,,31.4,25.0,26.5,32.9,41.3,23.0,30.8,,38.1,17.9,21.5
sindresorhus,gulp-autoprefixer,40.8,23.2,1.4,60.8,77.8,8.2,13.5,2.9,8.1,37.3,38.4,26.4,56.4,28.1,26.1,41.0,4.8,32.5,24.3,28.1
hokaccha,node-jwt-simple,26.9,,,36.7,70.9,2.3,6.9,,,43.7,51.7,48.7,33.8,40.8,32.7,53.2,,44.8,34.2,26.4
scniro,gulp-clean-css,18.2,0.8,0.7,37.6,33.6,3.8,10.9,0.6,,36.6,37.3,29.3,52.2,27.4,21.3,43.8,,20.0,23.5,20.0
floatdrop,gulp-plumber,28.6,,,37.6,77.0,2.3,7.0,,,35.2,41.7,20.1,51.7,27.2,21.0,40.7,,22.4,21.4,21.8
restify,node-restify,40.9,29.9,13.6,75.2,44.9,16.6,20.4,13.8,15.7,54.4,80.4,80.8,1.0,55.3,37.0,28.5,16.4,66.1,59.3,37.2
apollographql,react-apollo,25.9,,,64.9,38.7,2.9,8.7,,,55.5,73.9,77.2,36.3,34.5,38.7,64.7,,51.5,51.3,30.7
postcss,gulp-postcss,33.7,33.6,6.1,44.2,51.1,10.9,12.0,12.6,8.2,40.1,40.6,33.9,45.5,40.5,33.2,39.2,7.7,52.8,28.5,29.5
OverZealous,run-sequence,20.3,,,36.8,44.4,2.9,8.7,,,36.6,45.5,29.4,44.5,26.9,25.1,56.1,,19.1,25.9,21.2
koajs,logger,32.7,,,59.8,71.1,2.9,8.8,,,31.3,35.5,40.0,19.0,30.6,30.3,34.6,,56.3,26.1,24.3
jaredhanson,passport-oauth,30.7,,1.3,37.2,84.5,3.1,8.8,0.6,,29.4,15.9,27.4,31.9,42.3,16.4,37.8,,11.4,15.5,19.9
hughsk,vinyl-source-stream,31.3,,,36.9,88.3,2.9,8.8,,,27.9,26.6,19.0,39.2,27.0,22.0,33.9,,32.0,16.2,21.0
MoOx,postcss-cssnext,27.3,,,55.9,53.2,3.0,8.9,,,52.7,70.7,56.5,42.1,41.4,40.4,77.3,,43.8,43.4,30.8
ivogabe,gulp-typescript,15.4,,,29.7,31.9,3.0,8.9,,,42.5,41.9,46.9,34.2,47.0,34.2,53.0,,49.6,30.6,23.8
sindresorhus,gulp-filter,41.1,21.0,5.9,60.3,77.3,13.5,17.0,7.6,15.8,30.2,25.9,22.4,37.5,35.1,28.2,31.5,12.4,40.6,20.6,28.3
adametry,gulp-eslint,21.1,,,54.9,29.6,2.2,6.5,,,37.2,35.7,43.7,40.1,29.3,42.2,63.8,,62.8,27.2,25.7
sindresorhus,gulp-imagemin,38.9,17.1,0.8,62.1,75.6,7.4,12.2,1.6,8.3,49.0,56.3,51.2,51.2,37.1,30.6,36.0,7.2,48.6,38.3,31.5
hughsk,vinyl-buffer,30.3,,,33.1,88.2,2.0,6.0,,,22.0,14.3,11.6,36.6,25.6,17.3,32.9,,18.9,9.3,17.9
jaredhanson,connect-flash,31.2,,,40.7,84.1,2.0,6.0,,,46.5,49.6,49.5,47.4,39.6,16.3,42.7,,6.2,33.7,24.0
palantir,tslint-react,20.6,,,30.9,51.5,2.0,6.1,,,34.1,40.0,35.9,34.1,26.4,30.8,49.5,,42.9,26.0,21.9
karma-runner,karma-phantomjs-launcher,25.5,,,38.2,64.0,2.0,6.1,,,37.7,24.0,45.8,47.6,33.5,38.2,67.1,,47.6,23.9,25.9
s-panferov,awesome-typescript-loader,32.0,,,77.1,50.8,2.0,6.1,,,44.6,59.7,52.9,37.9,27.9,33.0,65.5,,33.4,38.2,27.9
gruntjs,grunt-contrib-jshint,33.0,,15.1,46.1,71.0,14.8,12.1,14.6,17.8,49.1,39.0,55.7,55.3,46.5,49.2,64.7,16.2,66.5,36.5,36.5
clessg,progress-bar-webpack-plugin,20.0,,,35.4,44.5,2.1,6.2,,,25.6,30.7,24.7,33.4,13.7,24.8,32.6,,41.9,19.2,18.1
gulp-community,gulp-less,21.7,0.2,,35.1,51.7,3.1,9.2,,,39.9,35.4,42.7,42.6,39.0,34.0,37.9,,64.2,27.1,24.7
jackfranklin,gulp-load-plugins,39.0,,,81.6,74.4,1.9,5.7,,,36.9,40.2,29.7,42.2,35.5,37.1,51.1,,60.0,23.9,28.7
floatdrop,gulp-watch,30.6,0.7,,44.6,77.0,3.0,9.1,,,38.5,37.2,41.4,40.4,35.1,35.5,63.1,,43.4,27.2,26.9
buglabs,node-xml2json,26.1,,,30.7,73.6,1.9,5.8,,,37.3,42.0,56.0,7.6,43.7,35.0,45.9,,59.1,33.3,25.1
jdesboeufs,connect-mongo,40.7,32.6,17.6,72.2,40.2,15.5,19.7,10.9,15.9,52.8,57.4,65.3,43.2,45.3,48.6,73.7,14.4,57.6,46.1,39.4
loganfsmyth,babel-plugin-transform-decorators-legacy,21.4,,,37.4,48.2,2.0,5.9,,,31.6,42.4,28.6,41.2,14.1,20.8,48.5,,13.8,24.3,18.9
maritz,node-sprintf,19.5,,,26.9,51.2,2.0,5.9,,,26.1,13.9,12.9,31.1,46.4,20.0,28.2,,31.8,9.6,16.9
ryanmcgrath,wrench-js,18.3,,,29.7,43.6,2.0,5.9,,,36.6,31.0,33.3,33.6,48.7,25.4,29.0,,47.1,22.1,20.6
pull-stream,pull-stream,27.6,,,52.3,58.2,2.0,6.0,,,36.9,41.1,35.0,38.4,33.1,24.1,30.8,,41.5,26.0,22.7
mikaelbr,gulp-notify,29.4,,,54.5,63.3,2.8,7.6,0.7,,33.3,36.6,23.3,43.7,29.6,26.3,52.4,,26.4,20.9,22.9
evilstreak,markdown-js,24.2,,,46.7,50.0,2.5,7.6,,,53.4,75.6,79.3,8.4,50.2,21.9,26.0,,39.5,52.5,25.5
Polymer,polymer,39.4,35.0,13.5,67.4,41.8,9.0,11.3,15.6,,66.3,91.3,89.8,21.5,62.8,45.8,52.2,8.2,76.8,63.4,40.1
jprichardson,string.js,33.7,,,51.7,83.2,2.6,7.7,,,40.9,55.7,57.5,8.5,41.7,26.8,33.6,,46.8,38.6,26.0
goldhand,sw-precache-webpack-plugin,25.7,,,49.4,53.5,2.6,7.7,,,40.0,52.8,42.5,55.2,9.6,36.3,78.8,,30.1,32.6,26.2
spalger,gulp-jshint,19.3,,,48.2,29.0,2.6,7.8,,,34.2,29.9,33.4,43.4,30.2,38.4,57.5,,57.7,22.0,23.6
nuysoft,Mock,22.5,12.6,,33.8,43.6,4.3,13.0,,,58.6,89.1,92.8,8.6,44.0,16.9,35.0,,15.8,62.1,25.6
stylus,nib,13.8,,,35.2,20.1,2.6,7.8,,,54.2,56.9,59.1,39.1,61.7,38.6,48.3,,67.7,39.5,27.3
sun-zheng-an,gulp-shell,20.9,,,38.6,45.2,2.4,7.3,,,34.8,33.2,30.5,37.0,38.3,32.0,65.0,,31.1,22.0,22.5
caolan,highland,31.0,,,43.6,80.4,2.5,7.4,,,45.5,65.1,50.6,29.8,36.7,45.3,63.5,,72.3,39.4,31.1
ftlabs,fastclick,24.3,,,45.3,51.8,2.5,7.4,,,66.7,88.7,94.0,39.7,44.3,23.4,30.6,,39.6,61.7,29.2
jamestalmage,cli-table2,29.9,,,47.5,72.1,2.5,7.4,,,24.5,23.4,22.6,32.3,19.6,16.6,33.4,,16.4,16.2,18.4
serialport,node-serialport,38.5,25.0,30.8,85.1,13.2,28.4,27.7,39.8,17.7,64.2,71.7,81.1,31.5,72.5,46.9,56.0,30.1,54.6,60.4,44.5
nathanpeck,clui,17.9,,,26.9,44.8,1.8,5.4,,,34.1,54.3,27.1,30.7,24.2,16.4,31.4,,17.8,27.7,17.6
hapijs,hapi,38.5,23.1,27.3,46.5,57.2,23.8,25.7,20.8,24.8,64.4,85.4,84.8,33.5,54.0,45.4,31.9,23.2,81.2,64.7,43.0
baryon,tracer,24.6,,2.1,52.3,44.1,3.8,5.7,4.9,0.7,42.4,48.4,44.2,29.6,47.5,36.6,51.6,0.3,57.8,32.1,26.8
louischatriot,nedb,30.5,16.0,,53.9,52.2,2.8,8.4,,,57.6,84.2,81.2,32.7,32.5,24.1,37.7,,34.5,56.1,28.8
Timer,fork-ts-checker-webpack-plugin,20.8,,,38.5,44.8,1.7,5.0,,,14.4,3.0,9.1,43.1,2.2,39.5,45.9,,72.6,4.6,19.1
